candidate_id,graph_id,vertices,use_reduction,hop_key,target_k,rank,n_vertices,n_edges,n_directed,n_vars,n_couplings,max_degree,degeneracy,degeneracy_sec,tw_min_degree,tw_min_degree_sec,tw_min_fill_in,tw_min_fill_in_sec,embeddable,physical_qubits,max_chain_length,embed_sec,attempts,timeout_sec,rechecked,first_timeout_sec
v300_s0_p30__h2__red__k4__mid,v300_s0_p30,300,True,h2,4,mid,25,26,16,26,71,10,5,0.0001273,7,0.0003239,6,0.0004201,True,35,3,0.142914,1,60,,
v300_s0_p30__h2__red__k4__min,v300_s0_p30,300,True,h2,4,min,6,2,6,0,0,0,0,8.99992e-07,0,1.22e-05,,,True,0,0,9.99993e-07,0,60,,
v300_s0_p30__h2__red__k64__max,v300_s0_p30,300,True,h2,64,max,27,19,24,18,36,6,3,0.0001226,4,0.0002417,4,0.0002039,True,22,2,0.155634,1,60,,
v300_s0_p30__h2__red__k64__min,v300_s0_p30,300,True,h2,64,min,4,1,4,0,0,0,0,1.6e-06,0,1.89e-05,,,True,0,0,1.30001e-06,0,60,,
v300_s0_p30__h2__red__k6__max,v300_s0_p30,300,True,h2,6,max,103,132,57,132,361,9,5,0.0003967,8,0.0026189,8,0.0100759,True,198,3,1.26722,1,60,,
v300_s0_p30__h2__red__k6__mid,v300_s0_p30,300,True,h2,6,mid,46,54,29,54,167,10,5,0.0003316,10,0.0011799,8,0.0018428,True,82,3,0.716923,1,60,,
v300_s0_p30__h2__red__k6__min,v300_s0_p30,300,True,h2,6,min,4,1,4,1,0,0,0,6.17e-05,0,5.00001e-06,,,True,1,1,4.19999e-06,0,60,,
v300_s0_p30__h2__red__k8__max,v300_s0_p30,300,True,h2,8,max,39,67,14,67,214,11,6,0.0002616,12,0.0011285,10,0.0038996,True,107,3,0.867689,1,60,,
v300_s0_p30__h2__red__k8__mid,v300_s0_p30,300,True,h2,8,mid,32,44,17,44,130,10,5,0.0003569,6,0.0009972,6,0.0013216,True,66,3,0.385137,1,60,,
v300_s0_p30__h2__red__k8__min,v300_s0_p30,300,True,h2,8,min,4,1,4,0,0,0,0,7.99992e-07,0,8.1e-06,,,True,0,0,9.00007e-07,0,60,,
v300_s0_p30__h2__red__k96__max,v300_s0_p30,300,True,h2,96,max,23,21,19,21,36,6,3,0.0001859,3,0.0004903,3,0.0011192,True,22,2,0.148742,1,60,,
v300_s0_p30__h2__red__k96__mid,v300_s0_p30,300,True,h2,96,mid,13,4,13,3,2,2,1,0.0001315,1,0.0001821,1,0.0001054,True,3,1,0.0539762,1,60,,
v300_s0_p30__h2__red__whole__whole,v300_s0_p30,300,True,h2,,whole,259,576,0,576,2155,13,7,0.0025423,33,0.0382434,25,0.623651,True,1573,12,32.1668,1,60,,
v500_s0_p0__h2+3__nored__k12__max,v500_s0_p0,500,False,h2+3,12,max,64,133,28,133,1575,42,17,0.0021764,37,0.0112482,34,0.0500446,True,768,10,33.0748,1,60,,
v500_s0_p0__h2+3__nored__k12__mid,v500_s0_p0,500,False,h2+3,12,mid,53,96,30,96,881,28,13,0.000713,20,0.0032442,18,0.010467,True,381,6,8.07194,1,60,,
v500_s0_p0__h2+3__nored__k16__max,v500_s0_p0,500,False,h2+3,16,max,63,112,37,112,1005,31,13,0.0010456,26,0.0069206,21,0.028077,True,471,8,12.107,1,60,,
v500_s0_p0__h2+3__nored__k16__mid,v500_s0_p0,500,False,h2+3,16,mid,16,19,13,19,99,15,7,0.0001939,9,0.0004582,9,0.0005054,True,40,3,0.420704,1,60,,
v500_s0_p0__h2+3__nored__k16__min,v500_s0_p0,500,False,h2+3,16,min,4,1,4,0,0,0,0,1.30001e-06,0,1.87e-05,,,True,0,0,1.30001e-06,0,60,,
v500_s0_p0__h2+3__nored__k24__max,v500_s0_p0,500,False,h2+3,24,max,53,89,35,89,773,28,14,0.0006356,22,0.0038253,22,0.0181605,True,357,7,7.15056,1,60,,
v500_s0_p0__h2+3__nored__k24__mid,v500_s0_p0,500,False,h2+3,24,mid,10,9,9,9,30,8,6,9.48e-05,6,0.0001442,6,7.56e-05,True,15,2,0.112475,1,60,,
v500_s0_p0__h2+3__nored__k24__min,v500_s0_p0,500,False,h2+3,24,min,4,1,4,0,0,0,0,1.4e-06,0,2.54e-05,,,True,0,0,1.20001e-06,0,60,,
v500_s0_p0__h2+3__nored__k2__max,v500_s0_p0,500,False,h2+3,2,max,278,736,49,736,11554,53,19,0.0109995,135,0.414721,,,False,,,141.39,2,60,,
v500_s0_p0__h2+3__nored__k2__mid,v500_s0_p0,500,False,h2+3,2,mid,256,675,45,675,10493,50,19,0.0124307,126,0.379882,,,False,,,142.217,2,60,,
v500_s0_p0__h2+3__nored__k2__min,v500_s0_p0,500,False,h2+3,2,min,7,6,6,6,15,5,5,9.8e-05,5,0.0001243,5,3.95e-05,True,8,2,0.070905,1,60,,
v500_s0_p0__h2+3__nored__k32__max,v500_s0_p0,500,False,h2+3,32,max,73,136,43,136,1440,36,15,0.0018696,34,0.0088838,26,0.0442478,True,677,8,25.8371,1,60,,
v500_s0_p0__h2+3__nored__k32__mid,v500_s0_p0,500,False,h2+3,32,mid,8,5,8,5,9,4,3,8.37e-05,3,0.0001548,3,6.36e-05,True,6,2,0.0732069,1,60,,
v500_s0_p0__h2+3__nored__k32__min,v500_s0_p0,500,False,h2+3,32,min,4,1,4,0,0,0,0,1.09999e-06,0,1.79e-05,,,True,0,0,1.3e-06,0,60,,
v500_s0_p0__h2+3__nored__k3__max,v500_s0_p0,500,False,h2+3,3,max,355,928,82,928,14569,53,19,0.0204326,122,0.786053,,,False,,,160.519,2,60,,
v500_s0_p0__h2+3__nored__k3__mid,v500_s0_p0,500,False,h2+3,3,mid,5,2,5,2,1,1,1,7.17e-05,1,7.84e-05,1,2.47e-05,True,2,1,0.0584893,1,60,,
v500_s0_p0__h2+3__nored__k3__min,v500_s0_p0,500,False,h2+3,3,min,4,1,4,0,0,0,0,5.00004e-07,0,8.9e-06,,,True,0,0,9.99993e-07,0,60,,
v500_s0_p0__h2+3__nored__k48__max,v500_s0_p0,500,False,h2+3,48,max,34,53,23,53,448,27,14,0.0004321,21,0.001378,18,0.0039015,True,190,5,5.56567,1,60,,
v500_s0_p0__h2+3__nored__k48__mid,v500_s0_p0,500,False,h2+3,48,mid,7,4,7,4,5,3,2,8.41e-05,2,0.0001116,2,4.38e-05,True,4,1,0.0705599,1,60,,
v500_s0_p0__h2+3__nored__k48__min,v500_s0_p0,500,False,h2+3,48,min,4,1,4,0,0,0,0,1.09999e-06,0,1.93e-05,,,True,0,0,1.4e-06,0,60,,
v500_s0_p0__h2+3__nored__k4__max,v500_s0_p0,500,False,h2+3,4,max,257,631,73,631,9365,53,18,0.0082711,78,0.182151,,,False,,,143.253,2,60,,
v500_s0_p0__h2+3__nored__k4__mid,v500_s0_p0,500,False,h2+3,4,mid,5,2,5,2,1,1,1,8.29e-05,1,9.23e-05,1,2.75e-05,True,2,1,0.0589561,1,60,,
v500_s0_p0__h2+3__nored__k4__min,v500_s0_p0,500,False,h2+3,4,min,4,1,4,0,0,0,0,9.00007e-07,0,1.34e-05,,,True,0,0,9.00007e-07,0,60,,
v500_s0_p0__h2+3__nored__k64__max,v500_s0_p0,500,False,h2+3,64,max,49,81,33,81,782,30,14,0.0010182,19,0.0044043,19,0.0111021,True,332,7,10.0494,1,60,,
v500_s0_p0__h2+3__nored__k64__mid,v500_s0_p0,500,False,h2+3,64,mid,7,4,7,4,5,3,2,8.63e-05,2,0.0001106,2,4.54e-05,True,4,1,0.0727021,1,60,,
v500_s0_p0__h2+3__nored__k64__min,v500_s0_p0,500,False,h2+3,64,min,4,1,4,0,0,0,0,1.19999e-06,0,1.99e-05,,,True,0,0,1.3e-06,0,60,,
v500_s0_p0__h2+3__nored__k6__max,v500_s0_p0,500,False,h2+3,6,max,101,232,34,232,3272,46,17,0.0027112,56,0.0427601,51,0.331005,True,2076,17,44.4274,1,60,,
v500_s0_p0__h2+3__nored__k6__mid,v500_s0_p0,500,False,h2+3,6,mid,95,196,43,196,2496,47,17,0.0029274,43,0.0242408,42,0.134975,True,1283,12,45.7083,1,60,,
v500_s0_p0__h2+3__nored__k6__min,v500_s0_p0,500,False,h2+3,6,min,4,1,4,0,0,0,0,7.00005e-07,0,1.2e-05,,,True,0,0,1.00001e-06,0,60,,
v500_s0_p0__h2+3__nored__k8__max,v500_s0_p0,500,False,h2+3,8,max,80,179,29,179,2370,45,17,0.0021009,64,0.0241606,53,0.144967,True,1601,19,48.937,1,60,,
v500_s0_p0__h2+3__nored__k8__mid,v500_s0_p0,500,False,h2+3,8,mid,68,147,27,147,1973,48,17,0.0025588,56,0.0114394,45,0.116767,True,1164,16,44.6872,1,60,,
v500_s0_p0__h2+3__nored__k96__max,v500_s0_p0,500,False,h2+3,96,max,33,47,26,47,349,21,11,0.0005422,15,0.00148,15,0.0051535,True,149,5,1.47847,1,60,,
v500_s0_p0__h2+3__nored__k96__mid,v500_s0_p0,500,False,h2+3,96,mid,6,3,6,3,3,2,2,7.88e-05,2,9.68e-05,2,2.91e-05,True,3,1,0.0688432,1,60,,
v500_s0_p0__h2+3__nored__k96__min,v500_s0_p0,500,False,h2+3,96,min,4,1,4,0,0,0,0,1.8e-06,0,3.39e-05,,,True,0,0,1.4e-06,0,60,,
v500_s0_p0__h2+3__nored__whole__whole,v500_s0_p0,500,False,h2+3,,whole,500,1481,0,1481,25647,64,21,0.0521944,223,3.0958,,,False,,,200.278,2,60,,
v500_s0_p0__h2+3__red__k12__max,v500_s0_p0,500,True,h2+3,12,max,113,228,54,228,2611,43,16,0.0068457,41,0.0347007,30,0.265789,True,1336,11,36.6017,1,60,,
v500_s0_p0__h2+3__red__k12__mid,v500_s0_p0,500,True,h2+3,12,mid,16,15,15,15,53,9,5,0.000136,6,0.0003242,6,0.0002415,True,21,2,0.191679,1,60,,
v500_s0_p0__h2+3__red__k16__max,v500_s0_p0,500,True,h2+3,16,max,54,99,30,99,1017,37,14,0.0011944,32,0.0051578,28,0.0268762,True,475,8,19.5034,1,60,,
v500_s0_p0__h2+3__red__k16__mid,v500_s0_p0,500,True,h2+3,16,mid,10,9,9,9,29,8,5,0.0001026,5,0.0001612,5,9.75e-05,True,12,2,0.111363,1,60,,
v500_s0_p0__h2+3__red__k24__max,v500_s0_p0,500,True,h2+3,24,max,78,128,53,128,1154,33,14,0.0011162,25,0.0062653,22,0.0221979,True,566,9,7.47029,1,60,,
v500_s0_p0__h2+3__red__k24__mid,v500_s0_p0,500,True,h2+3,24,mid,8,7,7,7,19,6,5,9.16e-05,5,0.0001264,5,5.02e-05,True,9,2,0.082113,1,60,,
v500_s0_p0__h2+3__red__k2__max,v500_s0_p0,500,True,h2+3,2,max,268,717,42,717,11243,53,19,0.0115267,130,0.475546,,,False,,,143.394,2,60,,
v500_s0_p0__h2+3__red__k2__mid,v500_s0_p0,500,True,h2+3,2,mid,259,686,44,686,10833,52,20,0.0260091,136,0.477387,,,False,,,144.476,2,60,,
v500_s0_p0__h2+3__red__k2__min,v500_s0_p0,500,True,h2+3,2,min,7,6,6,6,15,5,5,9.73e-05,5,0.0001086,5,4.47e-05,True,8,2,0.0767727,1,60,,
v500_s0_p0__h2+3__red__k32__max,v500_s0_p0,500,True,h2+3,32,max,64,127,31,127,1484,42,15,0.0017234,34,0.0083388,32,0.0406212,True,722,11,35.6415,1,60,,
v500_s0_p0__h2+3__red__k32__mid,v500_s0_p0,500,True,h2+3,32,mid,6,3,6,3,3,2,2,6.84e-05,2,7.72e-05,2,2.65e-05,True,3,1,0.0647801,1,60,,
v500_s0_p0__h2+3__red__k3__max,v500_s0_p0,500,True,h2+3,3,max,360,938,80,938,14568,53,19,0.020766,117,0.618055,,,False,,,173.04,2,60,,
v500_s0_p0__h2+3__red__k3__mid,v500_s0_p0,500,True,h2+3,3,mid,185,452,50,452,6743,54,19,0.0089194,85,0.179557,83,1.85535,True,4128,20,60.6996,1,60,,
v500_s0_p0__h2+3__red__k3__min,v500_s0_p0,500,True,h2+3,3,min,5,2,5,2,1,1,1,5.97e-05,1,6.58e-05,1,1.89e-05,True,2,1,0.0668812,1,60,,
v500_s0_p0__h2+3__red__k48__max,v500_s0_p0,500,True,h2+3,48,max,38,55,28,55,355,21,11,0.0003427,14,0.0018355,14,0.0025955,True,147,4,2.2138,1,60,,
v500_s0_p0__h2+3__red__k48__mid,v500_s0_p0,500,True,h2+3,48,mid,5,2,5,2,1,1,1,6.78e-05,1,7.74e-05,1,2.49e-05,True,2,1,0.0779449,1,60,,
v500_s0_p0__h2+3__red__k4__max,v500_s0_p0,500,True,h2+3,4,max,143,354,36,354,5314,54,19,0.0071017,97,0.121073,78,1.05673,True,3125,17,91.4174,1,300,True,60
v500_s0_p0__h2+3__red__k4__mid,v500_s0_p0,500,True,h2+3,4,mid,6,5,5,5,8,4,3,6.46e-05,3,8.92e-05,3,4.2e-05,True,6,2,0.106094,1,60,,
v500_s0_p0__h2+3__red__k4__min,v500_s0_p0,500,True,h2+3,4,min,4,1,4,0,0,0,0,1.09999e-06,0,1.93e-05,,,True,0,0,1.4e-06,0,60,,
v500_s0_p0__h2+3__red__k64__max,v500_s0_p0,500,True,h2+3,64,max,36,57,27,57,427,25,12,0.0003969,21,0.001244,19,0.0044544,True,199,6,3.06733,1,60,,
v500_s0_p0__h2+3__red__k64__mid,v500_s0_p0,500,True,h2+3,64,mid,7,4,7,4,6,3,3,9.51e-05,3,6.39e-05,3,2.16e-05,True,4,1,0.0692534,1,60,,
v500_s0_p0__h2+3__red__k6__max,v500_s0_p0,500,True,h2+3,6,max,164,367,64,367,4929,50,17,0.0046237,71,0.0869144,50,0.797376,True,3049,21,61.2459,1,60,,
v500_s0_p0__h2+3__red__k6__mid,v500_s0_p0,500,True,h2+3,6,mid,10,11,8,11,42,9,7,0.0002126,7,0.0002636,7,0.0003829,True,17,2,0.14782,1,60,,
v500_s0_p0__h2+3__red__k8__max,v500_s0_p0,500,True,h2+3,8,max,79,178,28,178,2330,43,17,0.0020269,60,0.018091,55,0.156287,True,1331,13,19.2476,1,60,,
v500_s0_p0__h2+3__red__k8__mid,v500_s0_p0,500,True,h2+3,8,mid,5,2,5,2,1,1,1,7.52e-05,1,0.0014354,1,9.19e-05,True,2,1,0.0568907,1,60,,
v500_s0_p0__h2+3__red__k96__max,v500_s0_p0,500,True,h2+3,96,max,32,46,25,46,330,22,10,0.0003407,16,0.001067,15,0.0025868,True,144,5,1.92516,1,60,,
v500_s0_p0__h2+3__red__k96__mid,v500_s0_p0,500,True,h2+3,96,mid,5,2,5,2,1,1,1,6.31e-05,1,7.61e-05,1,2.37e-05,True,2,1,0.0759667,1,60,,
v500_s0_p0__h2+3__red__k96__min,v500_s0_p0,500,True,h2+3,96,min,4,1,4,0,0,0,0,1.00001e-06,0,1.86e-05,,,True,0,0,1.6e-06,0,60,,
v500_s0_p0__h2+3__red__whole__whole,v500_s0_p0,500,True,h2+3,,whole,500,1481,0,1481,25647,64,21,0.0313028,251,3.41298,,,False,,,195.419,2,60,,
v500_s0_p0__h2__nored__k12__max,v500_s0_p0,500,False,h2,12,max,111,224,53,224,984,15,8,0.0018272,17,0.0080079,16,0.0579907,True,533,5,7.66471,1,60,,
v500_s0_p0__h2__nored__k16__max,v500_s0_p0,500,False,h2,16,max,60,118,31,118,500,13,8,0.0005639,17,0.0030689,16,0.0234624,True,223,3,2.76204,1,60,,
v500_s0_p0__h2__nored__k16__mid,v500_s0_p0,500,False,h2,16,mid,10,7,10,7,10,4,2,9.08e-05,2,0.0001414,2,6.97e-05,True,7,1,0.0814446,1,60,,
v500_s0_p0__h2__nored__k24__max,v500_s0_p0,500,False,h2,24,max,69,120,45,120,480,13,8,0.0009193,11,0.0055417,11,0.0244333,True,238,4,2.68391,1,60,,
v500_s0_p0__h2__nored__k24__mid,v500_s0_p0,500,False,h2,24,mid,6,3,6,3,3,2,2,6.92e-05,2,0.0002673,2,4.31e-05,True,3,1,0.0713328,1,60,,
v500_s0_p0__h2__nored__k24__min,v500_s0_p0,500,False,h2,24,min,4,1,4,0,0,0,0,1.5e-06,0,2.1e-05,,,True,0,0,1.9e-06,0,60,,
v500_s0_p0__h2__nored__k2__max,v500_s0_p0,500,False,h2,2,max,268,711,45,711,3519,16,8,0.0036853,44,0.0668465,,,True,2100,16,78.4826,1,300,True,60
v500_s0_p0__h2__nored__k2__mid,v500_s0_p0,500,False,h2,2,mid,262,689,47,689,3424,16,9,0.003977,51,0.079284,,,True,1992,6,17.7899,1,300,True,60
v500_s0_p0__h2__nored__k2__min,v500_s0_p0,500,False,h2,2,min,7,6,6,6,11,5,3,8.56e-05,3,0.0001235,3,6.33e-05,True,7,2,0.0722101,1,60,,
v500_s0_p0__h2__nored__k32__max,v500_s0_p0,500,False,h2,32,max,58,106,34,106,438,13,7,0.0006217,16,0.0028545,12,0.0132921,True,225,5,1.85687,1,60,,
v500_s0_p0__h2__nored__k32__mid,v500_s0_p0,500,False,h2,32,mid,5,4,4,4,5,3,2,8.17e-05,2,0.0001053,2,4.38e-05,True,4,1,0.0708637,1,60,,
v500_s0_p0__h2__nored__k32__min,v500_s0_p0,500,False,h2,32,min,4,1,4,0,0,0,0,8.00006e-07,0,1.23e-05,,,True,0,0,8.99992e-07,0,60,,
v500_s0_p0__h2__nored__k3__max,v500_s0_p0,500,False,h2,3,max,356,929,80,929,4526,16,10,0.0048692,47,0.102731,,,True,2955,14,60.2383,1,60,,
v500_s0_p0__h2__nored__k3__min,v500_s0_p0,500,False,h2,3,min,4,1,4,0,0,0,0,6.00005e-07,0,6.29999e-06,,,True,0,0,6.99991e-07,0,60,,
v500_s0_p0__h2__nored__k48__max,v500_s0_p0,500,False,h2,48,max,39,57,30,57,200,13,7,0.0003946,10,0.001432,9,0.0037457,True,94,3,0.893883,1,60,,
v500_s0_p0__h2__nored__k48__mid,v500_s0_p0,500,False,h2,48,mid,6,3,6,3,3,2,2,0.0001067,2,9.81e-05,2,5.57e-05,True,3,1,0.0795071,1,60,,
v500_s0_p0__h2__nored__k48__min,v500_s0_p0,500,False,h2,48,min,4,1,4,0,0,0,0,7.99992e-07,0,1.25e-05,,,True,0,0,8.99992e-07,0,60,,
v500_s0_p0__h2__nored__k4__max,v500_s0_p0,500,False,h2,4,max,212,529,52,529,2494,16,9,0.0043566,32,0.0413156,27,0.552982,True,1515,8,16.27,1,60,,
v500_s0_p0__h2__nored__k4__mid,v500_s0_p0,500,False,h2,4,mid,73,164,26,164,732,15,8,0.0010385,18,0.0059907,16,0.0351347,True,384,5,2.382,1,60,,
v500_s0_p0__h2__nored__k4__min,v500_s0_p0,500,False,h2,4,min,4,1,4,0,0,0,0,3.99988e-07,0,5.2e-06,,,True,0,0,7.00005e-07,0,60,,
v500_s0_p0__h2__nored__k64__max,v500_s0_p0,500,False,h2,64,max,31,49,22,49,156,9,5,0.0003048,8,0.0014322,7,0.0014362,True,77,2,0.312789,1,60,,
v500_s0_p0__h2__nored__k64__mid,v500_s0_p0,500,False,h2,64,mid,7,4,7,4,3,2,1,9.63e-05,1,0.0001506,1,5.72e-05,True,4,1,0.0790257,1,60,,
v500_s0_p0__h2__nored__k64__min,v500_s0_p0,500,False,h2,64,min,4,1,4,0,0,0,0,5.9999e-07,0,1.01e-05,,,True,0,0,1.00001e-06,0,60,,
v500_s0_p0__h2__nored__k6__max,v500_s0_p0,500,False,h2,6,max,108,237,42,237,1072,16,8,0.0011418,25,0.0111828,22,0.0942707,True,636,6,10.2981,1,60,,
v500_s0_p0__h2__nored__k6__mid,v500_s0_p0,500,False,h2,6,mid,5,2,5,2,1,1,1,8.33e-05,1,8.78e-05,1,2.74e-05,True,2,1,0.0567492,1,60,,
v500_s0_p0__h2__nored__k6__min,v500_s0_p0,500,False,h2,6,min,4,1,4,0,0,0,0,8.00006e-07,0,1.26e-05,,,True,0,0,9.00007e-07,0,60,,
v500_s0_p0__h2__nored__k8__max,v500_s0_p0,500,False,h2,8,max,82,181,31,181,806,15,8,0.00068,21,0.0060622,19,0.0501924,True,403,4,5.36963,1,60,,
v500_s0_p0__h2__nored__k8__mid,v500_s0_p0,500,False,h2,8,mid,5,2,5,2,1,1,1,7.45e-05,1,6.48e-05,1,1.88e-05,True,2,1,0.0610121,1,60,,
v500_s0_p0__h2__nored__k8__min,v500_s0_p0,500,False,h2,8,min,4,1,4,0,0,0,0,8.00006e-07,0,1.33e-05,,,True,0,0,9.99993e-07,0,60,,
v500_s0_p0__h2__nored__k96__max,v500_s0_p0,500,False,h2,96,max,33,40,31,40,109,10,6,0.0007386,6,0.0005811,6,0.0007572,True,53,3,0.242524,1,60,,
v500_s0_p0__h2__nored__k96__mid,v500_s0_p0,500,False,h2,96,mid,5,2,5,2,1,1,1,8.02e-05,1,8.8e-05,1,2.97e-05,True,2,1,0.055155,1,60,,
v500_s0_p0__h2__nored__whole__whole,v500_s0_p0,500,False,h2,,whole,500,1481,0,1481,7751,17,10,0.0068292,88,0.26535,,,False,,,308.668,1,300,True,60
v500_s0_p0__h2__red__k12__max,v500_s0_p0,500,True,h2,12,max,126,251,65,251,1077,17,9,0.0011396,20,0.0085426,17,0.0753525,True,594,5,3.33157,1,60,,
v500_s0_p0__h2__red__k12__mid,v500_s0_p0,500,True,h2,12,mid,6,5,5,5,8,4,3,8.32e-05,3,0.000133,3,5.69e-05,True,5,1,0.0893867,1,60,,
v500_s0_p0__h2__red__k16__max,v500_s0_p0,500,True,h2,16,max,94,185,50,185,779,14,7,0.0021085,17,0.0063731,13,0.0376353,True,380,4,2.77017,1,60,,
v500_s0_p0__h2__red__k16__mid,v500_s0_p0,500,True,h2,16,mid,9,6,9,6,6,3,2,8.47e-05,2,0.0001245,2,0.0001415,True,6,1,0.0698449,1,60,,
v500_s0_p0__h2__red__k24__max,v500_s0_p0,500,True,h2,24,max,55,94,34,94,364,14,9,0.0003244,12,0.0029747,10,0.0077747,True,157,3,1.93352,1,60,,
v500_s0_p0__h2__red__k24__mid,v500_s0_p0,500,True,h2,24,mid,8,5,8,5,8,4,3,9.87e-05,3,0.0001355,3,5.43e-05,True,5,1,0.102818,1,60,,
v500_s0_p0__h2__red__k2__max,v500_s0_p0,500,True,h2,2,max,268,709,46,709,3479,16,8,0.0041371,47,0.0749855,,,True,2466,23,60.2956,1,60,,
v500_s0_p0__h2__red__k2__mid,v500_s0_p0,500,True,h2,2,mid,263,690,48,690,3410,17,9,0.0032478,45,0.0619265,,,True,1852,6,38.6362,1,60,,
v500_s0_p0__h2__red__k2__min,v500_s0_p0,500,True,h2,2,min,7,6,6,6,11,5,3,0.0001199,3,0.0005654,3,0.0001749,True,7,2,0.0844074,1,60,,
v500_s0_p0__h2__red__k32__max,v500_s0_p0,500,True,h2,32,max,67,103,49,103,367,11,6,0.0005609,12,0.0029309,11,0.0086651,True,164,3,1.03465,1,60,,
v500_s0_p0__h2__red__k32__mid,v500_s0_p0,500,True,h2,32,mid,5,2,5,2,1,1,1,6.59e-05,1,7.88e-05,1,2.4e-05,True,2,1,0.066149,1,60,,
v500_s0_p0__h2__red__k3__max,v500_s0_p0,500,True,h2,3,max,360,947,74,947,4649,16,10,0.0052094,44,0.105445,,,True,3095,11,121.986,2,60,,
v500_s0_p0__h2__red__k3__min,v500_s0_p0,500,True,h2,3,min,183,454,46,454,2204,17,9,0.0032988,38,0.046454,30,0.565415,True,1157,5,8.47473,1,60,,
v500_s0_p0__h2__red__k48__max,v500_s0_p0,500,True,h2,48,max,44,69,30,69,236,10,5,0.0003064,8,0.0011231,7,0.0035617,True,118,3,0.575599,1,60,,
v500_s0_p0__h2__red__k48__mid,v500_s0_p0,500,True,h2,48,mid,6,3,6,3,3,2,2,9.87e-05,2,0.000107,2,3.12e-05,True,3,1,0.0742419,1,60,,
v500_s0_p0__h2__red__k4__max,v500_s0_p0,500,True,h2,4,max,265,674,62,674,3234,16,8,0.0058392,32,0.0717818,,,True,2176,13,42.0022,1,60,,
v500_s0_p0__h2__red__k4__mid,v500_s0_p0,500,True,h2,4,mid,7,4,7,4,4,3,2,0.0001426,2,0.0001116,2,4.34e-05,True,4,1,0.152276,1,60,,
v500_s0_p0__h2__red__k4__min,v500_s0_p0,500,True,h2,4,min,4,1,4,0,0,0,0,1.09999e-06,0,1.72e-05,,,True,0,0,1.10001e-06,0,60,,
v500_s0_p0__h2__red__k64__max,v500_s0_p0,500,True,h2,64,max,57,92,38,92,323,12,6,0.0004565,9,0.0016649,9,0.0050687,True,167,3,2.10337,1,60,,
v500_s0_p0__h2__red__k64__mid,v500_s0_p0,500,True,h2,64,mid,5,2,5,2,1,1,1,7.1e-05,1,7.74e-05,1,2.61e-05,True,2,1,0.0648838,1,60,,
v500_s0_p0__h2__red__k6__max,v500_s0_p0,500,True,h2,6,max,110,253,37,253,1173,15,8,0.001369,24,0.0107403,20,0.111133,True,619,5,4.68607,1,60,,
v500_s0_p0__h2__red__k6__mid,v500_s0_p0,500,True,h2,6,mid,5,2,5,2,1,1,1,9.15e-05,1,0.0001423,1,2.44e-05,True,2,1,0.0578623,1,60,,
v500_s0_p0__h2__red__k8__max,v500_s0_p0,500,True,h2,8,max,87,192,33,192,882,14,8,0.0013359,26,0.0141102,21,0.0881051,True,480,5,5.30323,1,60,,
v500_s0_p0__h2__red__k8__min,v500_s0_p0,500,True,h2,8,min,4,1,4,0,0,0,0,1.19999e-06,0,2.03e-05,,,True,0,0,1.9e-06,0,60,,
v500_s0_p0__h2__red__k96__max,v500_s0_p0,500,True,h2,96,max,37,47,32,47,138,11,6,0.0002427,7,0.0006852,7,0.0011154,True,66,3,0.336632,1,60,,
v500_s0_p0__h2__red__k96__mid,v500_s0_p0,500,True,h2,96,mid,6,3,6,3,2,2,1,6.83e-05,1,0.0001482,1,5.03e-05,True,3,1,0.054053,1,60,,
v500_s0_p0__h2__red__whole__whole,v500_s0_p0,500,True,h2,,whole,500,1481,0,1481,7751,17,10,0.0078479,92,0.283337,,,False,,,308.956,1,300,True,60
v500_s0_p30__h2+3__nored__k12__max,v500_s0_p30,500,False,h2+3,12,max,175,220,89,220,1524,30,11,0.0013809,23,0.0089414,19,0.0689906,True,821,9,10.4598,1,60,,
v500_s0_p30__h2+3__nored__k12__mid,v500_s0_p30,500,False,h2+3,12,mid,13,6,12,6,7,4,2,8.46e-05,2,0.0013411,2,0.0001511,True,6,1,0.0801903,1,60,,
v500_s0_p30__h2+3__nored__k12__min,v500_s0_p30,500,False,h2+3,12,min,5,1,5,1,0,0,0,6.2e-05,0,1.16e-05,,,True,1,1,6.29999e-06,0,60,,
v500_s0_p30__h2+3__nored__k16__max,v500_s0_p30,500,False,h2+3,16,max,141,173,81,173,1066,25,10,0.001486,18,0.0070473,14,0.0307639,True,549,7,3.03508,1,60,,
v500_s0_p30__h2+3__nored__k16__mid,v500_s0_p30,500,False,h2+3,16,mid,16,7,15,7,17,6,4,9.15e-05,4,0.0001358,4,5.79e-05,True,8,2,0.0685446,1,60,,
v500_s0_p30__h2+3__nored__k16__min,v500_s0_p30,500,False,h2+3,16,min,6,1,6,0,0,0,0,1.00001e-06,0,1.7e-05,,,True,0,0,1.40001e-06,0,60,,
v500_s0_p30__h2+3__nored__k24__max,v500_s0_p30,500,False,h2+3,24,max,102,108,70,108,667,21,10,0.0008337,14,0.0039383,12,0.0088136,True,285,5,3.23711,1,60,,
v500_s0_p30__h2+3__nored__k24__mid,v500_s0_p30,500,False,h2+3,24,mid,17,8,15,8,12,4,3,0.0001559,3,0.0002723,3,0.0001306,True,8,1,0.0620618,1,60,,
v500_s0_p30__h2+3__nored__k24__min,v500_s0_p30,500,False,h2+3,24,min,4,1,4,0,0,0,0,1.10001e-06,0,2.06e-05,,,True,0,0,1.60001e-06,0,60,,
