candidate_id,graph_id,vertices,use_reduction,hop_key,target_k,rank,n_vertices,n_edges,n_directed,n_vars,n_couplings,max_degree,degeneracy,degeneracy_sec,tw_min_degree,tw_min_degree_sec,tw_min_fill_in,tw_min_fill_in_sec,embeddable,physical_qubits,max_chain_length,embed_sec,attempts,timeout_sec,rechecked,first_timeout_sec
v200_s0_p0__h2__nored__k3__min,v200_s0_p0,200,False,h2,3,min,5,2,5,2,1,1,1,5.5e-05,1,6.64e-05,1,2.35e-05,True,2,1,0.0471276,1,60,,
v200_s0_p0__h2__nored__k48__max,v200_s0_p0,200,False,h2,48,max,17,20,14,20,52,9,6,0.0001284,6,0.0002814,6,0.0002715,True,29,2,0.135517,1,60,,
v200_s0_p0__h2__nored__k48__mid,v200_s0_p0,200,False,h2,48,mid,7,4,7,4,5,3,2,5.95e-05,2,8.33e-05,2,3.41e-05,True,4,1,0.0603807,1,60,,
v200_s0_p0__h2__nored__k48__min,v200_s0_p0,200,False,h2,48,min,4,1,4,0,0,0,0,6.00005e-07,0,6.19999e-06,,,True,0,0,8.00006e-07,0,60,,
v200_s0_p0__h2__nored__k4__max,v200_s0_p0,200,False,h2,4,max,70,149,29,149,644,14,8,0.0007315,19,0.0045221,18,0.0268122,True,344,5,1.64547,1,60,,
v200_s0_p0__h2__nored__k4__mid,v200_s0_p0,200,False,h2,4,mid,53,108,24,108,472,15,8,0.0005588,19,0.0033906,14,0.0161545,True,211,3,2.1586,1,60,,
v200_s0_p0__h2__nored__k4__min,v200_s0_p0,200,False,h2,4,min,4,1,4,0,0,0,0,1.4e-06,0,2.24e-05,,,True,0,0,2.2e-06,0,60,,
v200_s0_p0__h2__nored__k64__max,v200_s0_p0,200,False,h2,64,max,16,23,11,23,74,10,5,0.0001536,7,0.000366,7,0.0005482,True,36,2,0.169045,1,60,,
v200_s0_p0__h2__nored__k64__min,v200_s0_p0,200,False,h2,64,min,4,1,4,0,0,0,0,7.99992e-07,0,1.03e-05,,,True,0,0,8.00006e-07,0,60,,
v200_s0_p0__h2__nored__k6__max,v200_s0_p0,200,False,h2,6,max,49,98,23,98,422,13,7,0.0007716,13,0.0038673,11,0.0154527,True,200,4,2.43478,1,60,,
v200_s0_p0__h2__nored__k6__mid,v200_s0_p0,200,False,h2,6,mid,6,3,6,3,3,2,2,0.0001738,2,0.0001301,2,3e-05,True,3,1,0.0900321,1,60,,
v200_s0_p0__h2__nored__k8__max,v200_s0_p0,200,False,h2,8,max,48,95,23,95,368,12,6,0.0004362,10,0.002895,10,0.008098,True,195,4,0.849776,1,60,,
v200_s0_p0__h2__nored__k8__mid,v200_s0_p0,200,False,h2,8,mid,28,39,21,39,138,13,8,0.0002324,8,0.0005919,8,0.0013189,True,69,4,0.460061,1,60,,
v200_s0_p0__h2__nored__k8__min,v200_s0_p0,200,False,h2,8,min,4,1,4,0,0,0,0,6.99991e-07,0,1.14e-05,,,True,0,0,7.99992e-07,0,60,,
v200_s0_p0__h2__nored__k96__max,v200_s0_p0,200,False,h2,96,max,13,12,12,12,24,7,4,0.0001211,4,0.0002128,4,0.0001354,True,15,2,0.0814671,1,60,,
v200_s0_p0__h2__nored__k96__mid,v200_s0_p0,200,False,h2,96,mid,5,2,5,2,1,1,1,8.25e-05,1,9.5e-05,1,2.69e-05,True,2,1,0.0483105,1,60,,
v200_s0_p0__h2__nored__whole__whole,v200_s0_p0,200,False,h2,,whole,200,583,0,583,2996,17,10,0.0037822,52,0.0668033,42,1.04862,True,2397,13,39.2354,1,60,,
v200_s0_p0__h2__red__k12__max,v200_s0_p0,200,True,h2,12,max,28,53,14,53,205,11,6,0.0002782,10,0.0009033,10,0.002282,True,95,3,0.977563,1,60,,
v200_s0_p0__h2__red__k12__mid,v200_s0_p0,200,True,h2,12,mid,7,4,7,4,3,2,1,0.0001091,1,0.0001351,1,5.44e-05,True,4,1,0.0977371,1,60,,
v200_s0_p0__h2__red__k16__max,v200_s0_p0,200,True,h2,16,max,33,49,25,49,164,12,6,0.0002929,9,0.0011619,7,0.0024126,True,78,3,0.509402,1,60,,
v200_s0_p0__h2__red__k16__mid,v200_s0_p0,200,True,h2,16,mid,7,4,7,4,6,3,3,8.68e-05,3,0.0001021,3,2.96e-05,True,4,1,0.0753259,1,60,,
v200_s0_p0__h2__red__k24__max,v200_s0_p0,200,True,h2,24,max,20,33,12,33,119,11,7,0.0003705,8,0.0011247,8,0.0016844,True,53,3,0.35482,1,60,,
v200_s0_p0__h2__red__k24__mid,v200_s0_p0,200,True,h2,24,mid,12,9,12,9,11,4,2,0.0001183,2,0.0002278,2,0.0001137,True,9,1,0.0788528,1,60,,
v200_s0_p0__h2__red__k2__max,v200_s0_p0,200,True,h2,2,max,174,437,44,437,2015,14,8,0.0018277,29,0.0334797,20,0.434591,True,1343,11,7.38097,1,60,,
v200_s0_p0__h2__red__k2__mid,v200_s0_p0,200,True,h2,2,mid,51,100,25,100,419,14,8,0.0004308,12,0.002205,11,0.0121823,True,215,4,1.2555,1,60,,
v200_s0_p0__h2__red__k2__min,v200_s0_p0,200,True,h2,2,min,5,2,5,2,1,1,1,5.55e-05,1,5.83e-05,1,1.84e-05,True,2,1,0.0413946,1,60,,
v200_s0_p0__h2__red__k32__max,v200_s0_p0,200,True,h2,32,max,27,37,22,37,113,10,5,0.000317,6,0.000872,6,0.0016622,True,54,3,0.252249,1,60,,
v200_s0_p0__h2__red__k32__mid,v200_s0_p0,200,True,h2,32,mid,8,5,8,5,10,4,4,6.55e-05,4,6.84e-05,4,2.36e-05,True,6,2,0.0864367,1,60,,
v200_s0_p0__h2__red__k3__max,v200_s0_p0,200,True,h2,3,max,149,351,54,351,1592,14,8,0.0014118,25,0.0211429,20,0.205836,True,1058,13,49.4975,1,60,,
v200_s0_p0__h2__red__k3__min,v200_s0_p0,200,True,h2,3,min,79,172,31,172,781,14,8,0.0008317,22,0.0082859,20,0.0490015,True,368,4,5.64633,1,60,,
v200_s0_p0__h2__red__k48__max,v200_s0_p0,200,True,h2,48,max,21,32,14,32,111,11,7,0.0001641,8,0.0004508,8,0.0010305,True,48,3,0.274499,1,60,,
v200_s0_p0__h2__red__k48__mid,v200_s0_p0,200,True,h2,48,mid,5,2,5,2,1,1,1,6.87e-05,1,7.3e-05,1,2.5e-05,True,2,1,0.0470501,1,60,,
v200_s0_p0__h2__red__k48__min,v200_s0_p0,200,True,h2,48,min,4,1,4,0,0,0,0,6.00005e-07,0,1.01e-05,,,True,0,0,8.99992e-07,0,60,,
v200_s0_p0__h2__red__k4__max,v200_s0_p0,200,True,h2,4,max,108,256,34,256,1181,14,8,0.0010513,19,0.009839,17,0.114318,True,599,4,5.73318,1,60,,
v200_s0_p0__h2__red__k4__mid,v200_s0_p0,200,True,h2,4,mid,8,5,8,5,8,4,3,7.03e-05,3,9.52e-05,3,3.65e-05,True,6,2,0.0829943,1,60,,
v200_s0_p0__h2__red__k4__min,v200_s0_p0,200,True,h2,4,min,4,1,4,0,0,0,0,1.19999e-06,0,2.1e-05,,,True,0,0,1.3e-06,0,60,,
v200_s0_p0__h2__red__k64__max,v200_s0_p0,200,True,h2,64,max,17,19,16,19,49,8,4,0.0001333,5,0.0004186,5,0.0003469,True,27,2,0.1509,1,60,,
v200_s0_p0__h2__red__k64__mid,v200_s0_p0,200,True,h2,64,mid,6,3,6,3,3,2,2,7.43e-05,2,8.24e-05,2,2.66e-05,True,3,1,0.0769055,1,60,,
v200_s0_p0__h2__red__k6__max,v200_s0_p0,200,True,h2,6,max,46,104,17,104,448,13,7,0.0008038,17,0.0024646,14,0.0113997,True,224,4,1.63374,1,60,,
v200_s0_p0__h2__red__k6__mid,v200_s0_p0,200,True,h2,6,mid,5,2,5,2,1,1,1,5.86e-05,1,6.14e-05,1,1.85e-05,True,2,1,0.0479972,1,60,,
v200_s0_p0__h2__red__k6__min,v200_s0_p0,200,True,h2,6,min,4,1,4,0,0,0,0,4.00003e-07,0,5.1e-06,,,True,0,0,5.9999e-07,0,60,,
v200_s0_p0__h2__red__k8__max,v200_s0_p0,200,True,h2,8,max,36,65,20,65,250,11,6,0.0003301,9,0.0011563,9,0.0036087,True,115,3,0.659727,1,60,,
v200_s0_p0__h2__red__k8__mid,v200_s0_p0,200,True,h2,8,mid,42,57,33,57,200,14,8,0.0002371,8,0.0009342,8,0.0020016,True,98,3,0.799174,1,60,,
v200_s0_p0__h2__red__k8__min,v200_s0_p0,200,True,h2,8,min,4,1,4,0,0,0,0,4.00003e-07,0,3.80001e-06,,,True,0,0,5.00004e-07,0,60,,
v200_s0_p0__h2__red__k96__max,v200_s0_p0,200,True,h2,96,max,15,17,14,17,42,8,4,0.001212,4,0.0016665,4,0.0021413,True,22,2,0.218885,1,60,,
v200_s0_p0__h2__red__k96__mid,v200_s0_p0,200,True,h2,96,mid,5,2,5,2,1,1,1,5.26e-05,1,5.53e-05,1,1.7e-05,True,2,1,0.0479145,1,60,,
v200_s0_p0__h2__red__k96__min,v200_s0_p0,200,True,h2,96,min,4,1,4,0,0,0,0,9.99993e-07,0,1.41e-05,,,True,0,0,1.10001e-06,0,60,,
v200_s0_p0__h2__red__whole__whole,v200_s0_p0,200,True,h2,,whole,200,583,0,583,2996,17,10,0.0030246,52,0.0729115,48,1.07821,True,1936,11,20.5046,1,60,,
v200_s0_p30__h2+3__nored__k12__max,v200_s0_p30,200,False,h2+3,12,max,94,118,54,118,765,25,10,0.0007771,16,0.0035236,15,0.0134092,True,327,5,5.28836,1,60,,
v200_s0_p30__h2+3__nored__k12__mid,v200_s0_p30,200,False,h2+3,12,mid,23,21,18,21,74,13,6,0.0001825,7,0.0003817,7,0.0005527,True,32,2,0.188319,1,60,,
v200_s0_p30__h2+3__nored__k12__min,v200_s0_p30,200,False,h2+3,12,min,6,1,6,1,0,0,0,3.9e-05,0,6.1e-06,,,True,1,1,3.8e-06,0,60,,
v200_s0_p30__h2+3__nored__k16__max,v200_s0_p30,200,False,h2+3,16,max,48,64,26,64,429,24,10,0.0003935,12,0.0014523,12,0.0045053,True,175,4,3.47694,1,60,,
v200_s0_p30__h2+3__nored__k16__mid,v200_s0_p30,200,False,h2+3,16,mid,23,13,20,13,34,8,5,0.0001023,6,0.0001718,6,0.0001391,True,17,2,0.105684,1,60,,
v200_s0_p30__h2+3__nored__k16__min,v200_s0_p30,200,False,h2+3,16,min,5,1,5,1,0,0,0,4.24e-05,0,6.1e-06,,,True,1,1,3.7e-06,0,60,,
v200_s0_p30__h2+3__nored__k24__max,v200_s0_p30,200,False,h2+3,24,max,63,63,51,63,313,17,7,0.0004405,9,0.0011743,9,0.0023773,True,130,3,0.944671,1,60,,
v200_s0_p30__h2+3__nored__k24__mid,v200_s0_p30,200,False,h2+3,24,mid,15,8,14,8,19,6,4,0.0001202,4,0.000157,4,9.86e-05,True,10,2,0.0751917,1,60,,
v200_s0_p30__h2+3__nored__k24__min,v200_s0_p30,200,False,h2+3,24,min,4,1,4,0,0,0,0,8.99992e-07,0,1.56e-05,,,True,0,0,1.00001e-06,0,60,,
v200_s0_p30__h2+3__nored__k2__max,v200_s0_p30,200,False,h2+3,2,max,110,179,37,179,1592,35,13,0.0017644,36,0.0131311,32,0.0879843,True,783,8,18.2065,1,60,,
v200_s0_p30__h2+3__nored__k2__mid,v200_s0_p30,200,False,h2+3,2,mid,90,145,24,145,1190,28,12,0.002149,35,0.0108137,31,0.0512307,True,630,8,11.4217,1,60,,
v200_s0_p30__h2+3__nored__k2__min,v200_s0_p30,200,False,h2+3,2,min,27,32,15,32,194,19,10,0.0002333,16,0.000552,16,0.0014656,True,86,4,1.61563,1,60,,
v200_s0_p30__h2+3__nored__k32__max,v200_s0_p30,200,False,h2+3,32,max,52,50,41,50,243,17,7,0.0003021,8,0.0016759,8,0.0027251,True,108,4,1.1071,1,60,,
v200_s0_p30__h2+3__nored__k32__mid,v200_s0_p30,200,False,h2+3,32,mid,12,3,12,3,3,2,2,8e-05,2,0.0001027,2,3.23e-05,True,3,1,0.105655,1,60,,
v200_s0_p30__h2+3__nored__k32__min,v200_s0_p30,200,False,h2+3,32,min,7,1,7,0,0,0,0,8.99992e-07,0,1.76e-05,,,True,0,0,1.60001e-06,0,60,,
v200_s0_p30__h2+3__nored__k3__max,v200_s0_p30,200,False,h2+3,3,max,78,119,27,119,962,28,12,0.000818,30,0.0048864,28,0.0315531,True,465,7,11.775,1,60,,
v200_s0_p30__h2+3__nored__k3__mid,v200_s0_p30,200,False,h2+3,3,mid,82,117,36,117,977,30,12,0.000797,27,0.0049511,25,0.0247135,True,499,8,7.67247,1,60,,
v200_s0_p30__h2+3__nored__k3__min,v200_s0_p30,200,False,h2+3,3,min,16,9,14,9,17,6,3,9.73e-05,4,0.0001439,4,8.34e-05,True,11,2,0.071546,1,60,,
v200_s0_p30__h2+3__nored__k48__max,v200_s0_p30,200,False,h2+3,48,max,46,39,37,39,170,15,8,0.0002822,8,0.0006693,8,0.0012272,True,78,4,0.442798,1,60,,
v200_s0_p30__h2+3__nored__k48__mid,v200_s0_p30,200,False,h2+3,48,mid,14,5,14,4,6,3,3,9.19e-05,3,9.5e-05,3,3.04e-05,True,4,1,0.0685005,1,60,,
v200_s0_p30__h2+3__nored__k48__min,v200_s0_p30,200,False,h2+3,48,min,4,1,4,0,0,0,0,8.00006e-07,0,1.3e-05,,,True,0,0,8.99992e-07,0,60,,
v200_s0_p30__h2+3__nored__k4__max,v200_s0_p30,200,False,h2+3,4,max,134,209,52,209,1654,30,11,0.0025659,28,0.011917,27,0.069936,True,851,9,9.38678,1,60,,
v200_s0_p30__h2+3__nored__k4__mid,v200_s0_p30,200,False,h2+3,4,mid,23,21,15,21,98,15,8,0.0004038,10,0.0008018,10,0.000646,True,42,3,0.381293,1,60,,
v200_s0_p30__h2+3__nored__k4__min,v200_s0_p30,200,False,h2+3,4,min,8,1,8,1,0,0,0,5.6e-05,0,8.49999e-06,,,True,1,1,5.6e-06,0,60,,
v200_s0_p30__h2+3__nored__k64__max,v200_s0_p30,200,False,h2+3,64,max,23,18,21,18,72,12,6,0.0001541,9,0.0002488,9,0.0003763,True,35,3,0.19826,1,60,,
v200_s0_p30__h2+3__nored__k64__mid,v200_s0_p30,200,False,h2+3,64,mid,8,3,8,3,3,2,2,7.61e-05,2,8.05e-05,2,5.49e-05,True,3,1,0.0685696,1,60,,
v200_s0_p30__h2+3__nored__k64__min,v200_s0_p30,200,False,h2+3,64,min,5,1,5,1,0,0,0,4.65e-05,0,6.40001e-06,,,True,1,1,4.2e-06,0,60,,
v200_s0_p30__h2+3__nored__k6__max,v200_s0_p30,200,False,h2+3,6,max,124,188,53,188,1545,31,12,0.0012635,25,0.0068808,27,0.0539476,True,753,8,6.4905,1,60,,
v200_s0_p30__h2+3__nored__k6__mid,v200_s0_p30,200,False,h2+3,6,mid,43,44,26,44,290,21,10,0.0003059,17,0.0009792,17,0.0039954,True,125,4,3.06403,1,60,,
v200_s0_p30__h2+3__nored__k6__min,v200_s0_p30,200,False,h2+3,6,min,5,1,5,1,0,0,0,5.68e-05,0,7.5e-06,,,True,1,1,4.2e-06,0,60,,
v200_s0_p30__h2+3__nored__k8__max,v200_s0_p30,200,False,h2+3,8,max,68,94,37,94,682,28,12,0.0008404,19,0.0025508,17,0.0085941,True,309,6,7.25329,1,60,,
v200_s0_p30__h2+3__nored__k8__mid,v200_s0_p30,200,False,h2+3,8,mid,40,33,34,33,179,16,8,0.0002429,12,0.0005477,12,0.0012142,True,82,4,0.970312,1,60,,
v200_s0_p30__h2+3__nored__k96__max,v200_s0_p30,200,False,h2+3,96,max,23,18,20,18,70,11,7,0.0001436,8,0.000267,8,0.0002635,True,31,3,0.194026,1,60,,
v200_s0_p30__h2+3__nored__k96__mid,v200_s0_p30,200,False,h2+3,96,mid,5,2,5,2,1,1,1,6.3e-05,1,6.61e-05,1,2.12e-05,True,2,1,0.0537616,1,60,,
v200_s0_p30__h2+3__nored__k96__min,v200_s0_p30,200,False,h2+3,96,min,8,1,8,1,0,0,0,4.46e-05,0,5.8e-06,,,True,1,1,3.5e-06,0,60,,
v200_s0_p30__h2+3__nored__whole__whole,v200_s0_p30,200,False,h2+3,,whole,200,408,0,408,4140,35,13,0.005,75,0.0902641,68,0.915274,True,2555,13,60.393,1,60,,
v200_s0_p30__h2+3__red__k12__max,v200_s0_p30,200,True,h2+3,12,max,46,56,35,56,364,20,10,0.0005103,14,0.001698,14,0.0051249,True,145,4,3.09553,1,60,,
v200_s0_p30__h2+3__red__k12__mid,v200_s0_p30,200,True,h2+3,12,mid,18,11,16,11,27,7,4,0.0002374,4,0.0005094,4,0.0002223,True,14,2,0.100011,1,60,,
v200_s0_p30__h2+3__red__k16__max,v200_s0_p30,200,True,h2+3,16,max,65,58,53,58,261,15,8,0.0002996,10,0.0010306,10,0.0024263,True,128,4,0.82632,1,60,,
v200_s0_p30__h2+3__red__k16__mid,v200_s0_p30,200,True,h2+3,16,mid,9,4,9,4,4,3,2,7.79e-05,2,0.0001045,2,4.51e-05,True,4,1,0.0917088,1,60,,
v200_s0_p30__h2+3__red__k16__min,v200_s0_p30,200,True,h2+3,16,min,7,1,7,1,0,0,0,4.05e-05,0,5.7e-06,,,True,1,1,3.5e-06,0,60,,
v200_s0_p30__h2+3__red__k24__max,v200_s0_p30,200,True,h2+3,24,max,40,43,31,43,215,18,8,0.000377,10,0.0025189,9,0.0098339,True,92,4,1.13968,1,60,,
v200_s0_p30__h2+3__red__k24__mid,v200_s0_p30,200,True,h2+3,24,mid,11,6,10,6,11,5,3,9.08e-05,3,0.0001173,3,5.02e-05,True,7,2,0.0655019,1,60,,
v200_s0_p30__h2+3__red__k2__max,v200_s0_p30,200,True,h2+3,2,max,122,212,47,212,1850,35,13,0.0016129,34,0.0113656,29,0.107116,True,980,10,18.659,1,60,,
v200_s0_p30__h2+3__red__k2__min,v200_s0_p30,200,True,h2+3,2,min,74,122,23,122,999,28,12,0.000968,34,0.005444,28,0.0305703,True,485,7,10.4795,1,60,,
v200_s0_p30__h2+3__red__k32__max,v200_s0_p30,200,True,h2+3,32,max,33,30,28,30,123,15,6,0.0003826,7,0.0005247,7,0.0005719,True,50,3,0.516951,1,60,,
v200_s0_p30__h2+3__red__k3__max,v200_s0_p30,200,True,h2+3,3,max,71,120,28,120,1045,30,11,0.0009067,29,0.0053496,31,0.0343412,True,508,9,6.91385,1,60,,
v200_s0_p30__h2+3__red__k3__mid,v200_s0_p30,200,True,h2+3,3,mid,60,85,31,85,635,26,11,0.0006751,27,0.0055966,28,0.0117994,True,293,6,4.79073,1,60,,
v200_s0_p30__h2+3__red__k3__min,v200_s0_p30,200,True,h2+3,3,min,5,2,5,2,1,1,1,8.1e-05,1,9.14e-05,1,2.79e-05,True,2,1,0.0518174,1,60,,
v200_s0_p30__h2+3__red__k48__max,v200_s0_p30,200,True,h2+3,48,max,40,31,34,31,115,13,6,0.0001944,7,0.0004692,7,0.0005049,True,51,3,0.253774,1,60,,
v200_s0_p30__h2+3__red__k48__mid,v200_s0_p30,200,True,h2+3,48,mid,13,3,13,3,3,2,2,7.48e-05,2,8.6e-05,2,2.7e-05,True,3,1,0.0828442,1,60,,
v200_s0_p30__h2+3__red__k4__max,v200_s0_p30,200,True,h2+3,4,max,59,97,26,97,809,30,11,0.0007096,28,0.0033293,27,0.0184364,True,349,6,8.6194,1,60,,
v200_s0_p30__h2+3__red__k4__mid,v200_s0_p30,200,True,h2+3,4,mid,34,42,22,42,247,23,9,0.0003048,12,0.000792,12,0.0019807,True,101,4,1.47977,1,60,,
v200_s0_p30__h2+3__red__k4__min,v200_s0_p30,200,True,h2+3,4,min,7,1,7,1,0,0,0,2.59e-05,0,3.8e-06,,,True,1,1,3.3e-06,0,60,,
v200_s0_p30__h2+3__red__k64__max,v200_s0_p30,200,True,h2+3,64,max,17,12,14,12,39,9,6,8.57e-05,6,0.0001491,6,0.0001284,True,17,2,0.147433,1,60,,
v200_s0_p30__h2+3__red__k64__mid,v200_s0_p30,200,True,h2+3,64,mid,11,3,11,3,2,2,1,5.71e-05,1,9.29e-05,1,3.47e-05,True,3,1,0.0591934,1,60,,
v200_s0_p30__h2+3__red__k6__max,v200_s0_p30,200,True,h2+3,6,max,142,212,76,212,1585,25,11,0.0040366,25,0.0087879,20,0.0584088,True,796,9,9.79739,1,60,,
v200_s0_p30__h2+3__red__k6__mid,v200_s0_p30,200,True,h2+3,6,mid,31,32,20,32,156,17,8,0.0002211,12,0.000525,12,0.0011472,True,72,4,0.493035,1,60,,
v200_s0_p30__h2+3__red__k6__min,v200_s0_p30,200,True,h2+3,6,min,9,6,8,6,10,5,3,9.42e-05,3,0.0002052,3,7.82e-05,True,6,1,0.0986016,1,60,,
v200_s0_p30__h2+3__red__k8__max,v200_s0_p30,200,True,h2+3,8,max,55,82,31,82,632,27,11,0.0009372,17,0.0040574,15,0.0139645,True,286,6,3.8186,1,60,,
v200_s0_p30__h2+3__red__k8__mid,v200_s0_p30,200,True,h2+3,8,mid,24,25,17,25,127,17,8,0.0004579,9,0.0020538,9,0.0017809,True,53,4,0.580198,1,60,,
v200_s0_p30__h2+3__red__k96__max,v200_s0_p30,200,True,h2+3,96,max,14,12,13,12,40,9,6,0.0001466,6,0.0002305,6,0.0001857,True,20,2,0.123679,1,60,,
v200_s0_p30__h2+3__red__k96__mid,v200_s0_p30,200,True,h2+3,96,mid,6,2,6,2,1,1,1,6.48e-05,1,7.15e-05,1,2.21e-05,True,2,1,0.0484989,1,60,,
v200_s0_p30__h2+3__red__whole__whole,v200_s0_p30,200,True,h2+3,,whole,173,381,0,381,4040,35,14,0.0037334,72,0.0758232,66,0.744003,True,2499,14,25.9565,1,60,,
v200_s0_p30__h2__nored__k12__max,v200_s0_p30,200,False,h2,12,max,55,41,44,39,84,8,4,0.0003441,4,0.0007084,4,0.0008269,True,52,2,0.181178,1,60,,
v200_s0_p30__h2__nored__k12__mid,v200_s0_p30,200,False,h2,12,mid,20,15,17,15,23,6,3,0.0001013,3,0.0002024,3,0.0001194,True,16,2,0.0822217,1,60,,
v200_s0_p30__h2__nored__k12__min,v200_s0_p30,200,False,h2,12,min,4,1,4,0,0,0,0,5.00004e-07,0,6e-06,,,True,0,0,6.00005e-07,0,60,,
v200_s0_p30__h2__nored__k16__max,v200_s0_p30,200,False,h2,16,max,65,51,54,50,97,8,4,0.000193,6,0.0006343,5,0.0008667,True,59,2,0.236178,1,60,,
v200_s0_p30__h2__nored__k16__mid,v200_s0_p30,200,False,h2,16,mid,13,9,11,7,13,5,3,8.48e-05,3,0.0001649,3,8.91e-05,True,8,2,0.0753941,1,60,,
v200_s0_p30__h2__nored__k16__min,v200_s0_p30,200,False,h2,16,min,5,1,5,0,0,0,0,5.9999e-07,0,5.30001e-06,,,True,0,0,6.00005e-07,0,60,,
v200_s0_p30__h2__nored__k24__max,v200_s0_p30,200,False,h2,24,max,38,27,30,25,41,6,3,0.0001484,4,0.0004034,4,0.0004249,True,27,2,0.134797,1,60,,
v200_s0_p30__h2__nored__k24__mid,v200_s0_p30,200,False,h2,24,mid,8,3,7,3,3,2,2,8.39e-05,2,9.44e-05,2,3.03e-05,True,3,1,0.0771096,1,60,,
v200_s0_p30__h2__nored__k2__max,v200_s0_p30,200,False,h2,2,max,192,335,47,335,1070,10,6,0.0015709,17,0.0136176,14,0.121205,True,609,4,3.94118,1,60,,
v200_s0_p30__h2__nored__k2__min,v200_s0_p30,200,False,h2,2,min,27,26,19,26,54,8,5,0.0001413,5,0.0003258,5,0.0003442,True,33,2,0.156916,1,60,,
v200_s0_p30__h2__nored__k32__max,v200_s0_p30,200,False,h2,32,max,34,29,27,29,68,8,4,0.0001418,6,0.0005384,6,0.0007985,True,37,2,0.239438,1,60,,
v200_s0_p30__h2__nored__k32__mid,v200_s0_p30,200,False,h2,32,mid,6,4,5,4,4,3,2,7.82e-05,2,0.0001145,2,4.76e-05,True,4,1,0.0924559,1,60,,
v200_s0_p30__h2__nored__k32__min,v200_s0_p30,200,False,h2,32,min,7,1,7,0,0,0,0,7.99992e-07,0,1.78e-05,,,True,0,0,1.4e-06,0,60,,
v200_s0_p30__h2__nored__k3__max,v200_s0_p30,200,False,h2,3,max,160,255,58,254,799,10,6,0.0014439,16,0.0128327,12,0.0700734,True,446,4,2.8368,1,60,,
v200_s0_p30__h2__nored__k3__mid,v200_s0_p30,200,False,h2,3,mid,61,80,28,80,226,10,5,0.0003954,9,0.0022893,8,0.0042931,True,126,3,1.06875,1,60,,
v200_s0_p30__h2__nored__k3__min,v200_s0_p30,200,False,h2,3,min,10,1,10,0,0,0,0,6.00005e-07,0,9.4e-06,,,True,0,0,7.00005e-07,0,60,,
v200_s0_p30__h2__nored__k48__max,v200_s0_p30,200,False,h2,48,max,19,20,13,19,51,8,4,0.0002468,7,0.0004044,6,0.0005072,True,26,2,0.15606,1,60,,
v200_s0_p30__h2__nored__k48__mid,v200_s0_p30,200,False,h2,48,mid,5,3,4,3,3,2,2,0.0001837,2,0.0001091,2,2.87e-05,True,3,1,0.101173,1,60,,
v200_s0_p30__h2__nored__k48__min,v200_s0_p30,200,False,h2,48,min,7,1,7,0,0,0,0,8.99992e-07,0,1.35e-05,,,True,0,0,9.99993e-07,0,60,,
v200_s0_p30__h2__nored__k4__max,v200_s0_p30,200,False,h2,4,max,75,114,34,114,344,10,5,0.0005007,9,0.0036654,9,0.0098023,True,179,3,1.24019,1,60,,
v200_s0_p30__h2__nored__k4__mid,v200_s0_p30,200,False,h2,4,mid,57,75,26,73,209,10,6,0.0003741,9,0.0030073,8,0.0083805,True,109,3,0.58742,1,60,,
v200_s0_p30__h2__nored__k4__min,v200_s0_p30,200,False,h2,4,min,8,1,8,0,0,0,0,8.00006e-07,0,1.34e-05,,,True,0,0,9.99993e-07,0,60,,
v200_s0_p30__h2__nored__k64__mid,v200_s0_p30,200,False,h2,64,mid,6,2,6,2,1,1,1,5.95e-05,1,6.81e-05,1,2.41e-05,True,2,1,0.0483299,1,60,,
v200_s0_p30__h2__nored__k64__min,v200_s0_p30,200,False,h2,64,min,5,1,5,0,0,0,0,6.00005e-07,0,8.90001e-06,,,True,0,0,9.00007e-07,0,60,,
v200_s0_p30__h2__nored__k6__max,v200_s0_p30,200,False,h2,6,max,69,86,35,86,228,9,5,0.0003167,9,0.0013261,7,0.0048756,True,123,3,0.67132,1,60,,
v200_s0_p30__h2__nored__k6__mid,v200_s0_p30,200,False,h2,6,mid,47,55,31,55,139,10,6,0.0002233,8,0.000741,7,0.002709,True,80,3,0.452237,1,60,,
v200_s0_p30__h2__nored__k6__min,v200_s0_p30,200,False,h2,6,min,13,1,13,0,0,0,0,5.00004e-07,0,6.40001e-06,,,True,0,0,6.00005e-07,0,60,,
v200_s0_p30__h2__nored__k8__max,v200_s0_p30,200,False,h2,8,max,62,67,40,67,154,10,6,0.0002699,6,0.0009564,6,0.0018054,True,86,2,0.409175,1,60,,
v200_s0_p30__h2__nored__k8__mid,v200_s0_p30,200,False,h2,8,mid,30,29,22,28,60,8,5,0.0001366,5,0.0003497,5,0.0004796,True,33,2,0.14841,1,60,,
v200_s0_p30__h2__nored__k8__min,v200_s0_p30,200,False,h2,8,min,5,1,5,0,0,0,0,8.99992e-07,0,1.33e-05,,,True,0,0,1.00001e-06,0,60,,
v200_s0_p30__h2__nored__k96__max,v200_s0_p30,200,False,h2,96,max,24,16,21,16,30,6,4,0.0001193,4,0.0002352,4,0.0001796,True,18,2,0.116389,1,60,,
v200_s0_p30__h2__nored__k96__mid,v200_s0_p30,200,False,h2,96,mid,11,2,11,0,0,0,0,6.99991e-07,0,6.70001e-06,,,True,0,0,8.99992e-07,0,60,,
