run_id,graph_id,vertices,graph_seed,remove_ratio_target,remove_ratio_actual,n_vertices,n_edges,hop_key,hops,use_reduction,rep,run_seed,status,error_type,error_message,elapsed_sec,timeout_sec,started_at,hostname,python_version,git_sha,sampler,num_reads,contraction_sec,n_edges_contracted,n_super_edges,n_cycle_chains,n_subgraphs,partition_target_k,qubo_vars_total,qubo_vars_max,qubo_couplings_total,n_edges_solved,peak_rss_mb,apsp_sum,strong_connect_rate,flow_score,sample_score,strongly_connected,use_dnc,ok
v100_s1_p10__h2+3+4__red__r0,v100_s1_p10,100,1,0.1,0.09929078014184398,100,254,h2+3+4,2+3+4,True,0,1870773349,ok,,,10.067434458003845,,2026-08-26T05:54:54+00:00,iyohwan-ui-Macmini.local,3.12.14,7ebe550,dwave.samplers.SimulatedAnnealingSampler,100,0.00033395799982827157,252,2,0,67.0,60.0,135.0,29.0,408.0,252.0,229.046875,1.3733784672118052,1.0,98.0,,True,True,True
v100_s1_p30__h2__nored__r0,v100_s1_p30,100,1,0.3,0.30141843971631205,100,197,h2,2,False,0,505601101,ok,,,3.3848494160047267,,2026-08-26T05:54:58+00:00,iyohwan-ui-Macmini.local,3.12.14,7ebe550,dwave.samplers.SimulatedAnnealingSampler,100,0.000560500004212372,180,16,0,2.0,2.0,159.0,137.0,445.0,197.0,239.65625,1.4293431756234818,1.0,42.0,,True,True,True
v100_s1_p30__h2__red__r0,v100_s1_p30,100,1,0.3,0.30141843971631205,100,197,h2,2,True,0,505601101,ok,,,2.560380416995031,,2026-08-26T05:54:58+00:00,iyohwan-ui-Macmini.local,3.12.14,7ebe550,dwave.samplers.SimulatedAnnealingSampler,100,0.0005764159868704155,180,16,0,3.0,2.0,136.0,69.0,410.0,180.0,200.765625,1.4723667592228293,1.0,42.0,,True,True,True
v100_s1_p30__h3__nored__r0,v100_s1_p30,100,1,0.3,0.30141843971631205,100,197,h3,3,False,0,505601101,ok,,,3.9792430000088643,,2026-08-26T05:55:00+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0004966249980498105,180,16,0,9.0,6.0,127.0,93.0,589.0,197.0,240.71875,1.514747015610653,1.0,46.0,,True,True,True
v100_s1_p30__h3__red__r0,v100_s1_p30,100,1,0.3,0.30141843971631205,100,197,h3,3,True,0,505601101,ok,,,3.208214082987979,,2026-08-26T05:55:00+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0003114580031251535,180,16,0,10.0,6.0,107.0,55.0,453.0,180.0,200.59375,1.4672675638054449,1.0,50.0,,True,True,True
v100_s1_p30__h4__nored__r0,v100_s1_p30,100,1,0.3,0.30141843971631205,100,197,h4,4,False,0,505601101,ok,,,4.209637624997413,,2026-08-26T05:55:01+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.000526624993653968,180,16,0,32.0,44.0,123.0,43.0,478.0,197.0,192.53125,1.4876702195111324,1.0,82.0,,True,True,True
v100_s1_p30__h4__red__r0,v100_s1_p30,100,1,0.3,0.30141843971631205,100,197,h4,4,True,0,505601101,ok,,,4.046461125006317,,2026-08-26T05:55:01+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0005832500028191134,180,16,0,20.0,26.0,140.0,28.0,509.0,180.0,192.71875,1.5263911226259765,1.0,90.0,,True,True,True
v100_s1_p30__h2+3__nored__r0,v100_s1_p30,100,1,0.3,0.30141843971631205,100,197,h2+3,2+3,False,0,505601101,ok,,,4.3701116250013,,2026-08-26T05:55:02+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00030295799660962075,180,16,0,9.0,6.0,127.0,93.0,589.0,197.0,239.34375,1.4930987581442121,1.0,42.0,,True,True,True
v100_s1_p30__h2+3__red__r0,v100_s1_p30,100,1,0.3,0.30141843971631205,100,197,h2+3,2+3,True,0,505601101,ok,,,3.5958019999961834,,2026-08-26T05:55:01+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0005189999938011169,180,16,0,10.0,6.0,107.0,55.0,453.0,180.0,200.1875,1.4752190191962944,1.0,50.0,,True,True,True
v100_s1_p30__h2+3+4__nored__r0,v100_s1_p30,100,1,0.3,0.30141843971631205,100,197,h2+3+4,2+3+4,False,0,505601101,ok,,,5.048347791002016,,2026-08-26T05:55:03+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0005754159938078374,180,16,0,32.0,44.0,125.0,43.0,482.0,197.0,190.921875,1.4969185688049373,1.0,70.0,,True,True,True
v100_s1_p30__h2+3+4__red__r0,v100_s1_p30,100,1,0.3,0.30141843971631205,100,197,h2+3+4,2+3+4,True,0,505601101,ok,,,5.049119542003609,,2026-08-26T05:55:03+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.000558916013687849,180,16,0,20.0,26.0,141.0,28.0,515.0,180.0,195.21875,1.5159707974405017,1.0,102.0,,True,True,True
v100_s1_p50__h2__nored__r0,v100_s1_p50,100,1,0.5,0.5,100,141,h2,2,False,0,1355844551,ok,,,1.146886667003855,,2026-08-26T05:55:04+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0014920829999027774,89,37,0,1.0,,141.0,141.0,308.0,141.0,187.953125,1.8798459455807968,0.4,26.0,-192.0,True,True,True
v100_s1_p50__h2__red__r0,v100_s1_p50,100,1,0.5,0.5,100,141,h2,2,True,0,1355844551,ok,,,0.5298493750015041,,2026-08-26T05:55:04+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0005688749952241778,89,37,0,1.0,,89.0,89.0,241.0,89.0,163.390625,2.035261205264991,1.0,26.0,,True,True,True
v100_s1_p50__h3__nored__r0,v100_s1_p50,100,1,0.5,0.5,100,141,h3,3,False,0,1355844551,ok,,,2.4924572089948924,,2026-08-26T05:55:05+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0006359999970300123,89,37,0,3.0,2.0,104.0,101.0,393.0,141.0,229.5625,1.9604188234604913,1.0,26.0,,True,True,True
v100_s1_p50__h3__red__r0,v100_s1_p50,100,1,0.5,0.5,100,141,h3,3,True,0,1355844551,ok,,,1.112454375004745,,2026-08-26T05:55:04+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0005456660001073033,89,37,0,2.0,2.0,69.0,68.0,330.0,89.0,174.890625,2.1037173240620395,1.0,26.0,,True,True,True
v100_s1_p50__h4__nored__r0,v100_s1_p50,100,1,0.5,0.5,100,141,h4,4,False,0,1355844551,ok,,,2.2705316670035245,,2026-08-26T05:55:06+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0005642089963657781,89,37,0,10.0,15.0,101.0,77.0,386.0,141.0,169.625,2.1871917592788863,1.0,50.0,,True,True,True
v100_s1_p50__h4__red__r0,v100_s1_p50,100,1,0.5,0.5,100,141,h4,4,True,0,1355844551,ok,,,1.3945069579931442,,2026-08-26T05:55:05+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0003031670057680458,89,37,0,10.0,15.0,53.0,44.0,176.0,89.0,173.515625,2.1514343390896404,1.0,54.0,,True,True,True
v100_s1_p50__h2+3__nored__r0,v100_s1_p50,100,1,0.5,0.5,100,141,h2+3,2+3,False,0,1355844551,ok,,,2.787245208004606,,2026-08-26T05:55:06+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00034958300238940865,89,37,0,3.0,2.0,104.0,101.0,393.0,141.0,233.1875,1.960486639903308,1.0,26.0,,True,True,True
v100_s1_p50__h2+3__red__r0,v100_s1_p50,100,1,0.5,0.5,100,141,h2+3,2+3,True,0,1355844551,ok,,,1.2292985840031179,,2026-08-26T05:55:06+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0005613329994957894,89,37,0,2.0,2.0,69.0,68.0,330.0,89.0,173.015625,2.1034208895761997,1.0,34.0,,True,True,True
v100_s1_p50__h2+3+4__nored__r0,v100_s1_p50,100,1,0.5,0.5,100,141,h2+3+4,2+3+4,False,0,1355844551,ok,,,2.66792833400541,,2026-08-26T05:55:06+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00029354200523812324,89,37,0,13.0,24.0,79.0,70.0,297.0,141.0,169.984375,2.165639556711536,1.0,50.0,,True,True,True
v100_s1_p50__h2+3+4__red__r0,v100_s1_p50,100,1,0.5,0.5,100,141,h2+3+4,2+3+4,True,0,1355844551,ok,,,1.6791441250097705,,2026-08-26T05:55:06+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0006615830061491579,89,37,0,10.0,15.0,53.0,44.0,177.0,89.0,179.1875,2.163554671899368,1.0,50.0,,True,True,True
v100_s2_p0__h2__nored__r0,v100_s2_p0,100,2,0.0,0.0,100,285,h2,2,False,0,185627019,ok,,,2.717462125001475,,2026-08-26T05:55:07+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00037770799826830626,285,0,0,1.0,,285.0,285.0,1416.0,285.0,238.140625,1.3168682058682049,1.0,54.0,-783.0,True,True,True
v100_s2_p0__h2__red__r0,v100_s2_p0,100,2,0.0,0.0,100,285,h2,2,True,0,185627019,ok,,,2.7404510829946958,,2026-08-26T05:55:06+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00039383399416692555,285,0,0,1.0,,285.0,285.0,1416.0,285.0,239.15625,1.3168682058682049,1.0,54.0,-783.0,True,True,True
v100_s2_p0__h3__nored__r0,v100_s2_p0,100,2,0.0,0.0,100,285,h3,3,False,0,185627019,ok,,,6.019946250002249,,2026-08-26T05:55:08+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00035795899748336524,285,0,0,42.0,29.0,154.0,16.0,445.0,285.0,185.546875,1.3281461038961,1.0,78.0,,True,True,True
v100_s2_p0__h3__red__r0,v100_s2_p0,100,2,0.0,0.0,100,285,h3,3,True,0,185627019,ok,,,6.048991458999808,,2026-08-26T05:55:07+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00044550000166054815,285,0,0,42.0,29.0,154.0,16.0,445.0,285.0,186.25,1.3281461038961,1.0,78.0,,True,True,True
v100_s2_p0__h4__nored__r0,v100_s2_p0,100,2,0.0,0.0,100,285,h4,4,False,0,185627019,ok,,,14.7055896249949,,2026-08-26T05:55:08+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00035525001294445246,285,0,0,96.0,73.0,121.0,21.0,358.0,285.0,251.578125,1.3443924963924991,1.0,86.0,,True,True,True
v100_s2_p0__h4__red__r0,v100_s2_p0,100,2,0.0,0.0,100,285,h4,4,True,0,185627019,ok,,,14.620938417006982,,2026-08-26T05:55:08+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0003929999948013574,285,0,0,96.0,73.0,121.0,21.0,358.0,285.0,255.75,1.3443924963924991,1.0,86.0,,True,True,True
v100_s2_p0__h2+3__nored__r0,v100_s2_p0,100,2,0.0,0.0,100,285,h2+3,2+3,False,0,185627019,ok,,,6.50151995800843,,2026-08-26T05:55:09+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00023445900296792388,285,0,0,42.0,29.0,154.0,16.0,445.0,285.0,185.3125,1.3232077922077916,1.0,94.0,,True,True,True
v100_s2_p0__h2+3__red__r0,v100_s2_p0,100,2,0.0,0.0,100,285,h2+3,2+3,True,0,185627019,ok,,,6.490301459009061,,2026-08-26T05:55:09+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00037287500163074583,285,0,0,42.0,29.0,154.0,16.0,445.0,285.0,185.703125,1.3232077922077916,1.0,94.0,,True,True,True
v100_s2_p0__h2+3+4__nored__r0,v100_s2_p0,100,2,0.0,0.0,100,285,h2+3+4,2+3+4,False,0,185627019,ok,,,16.55371141700016,,2026-08-26T05:55:09+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00019908399553969502,285,0,0,96.0,73.0,121.0,21.0,356.0,285.0,252.1875,1.3451261423761436,1.0,78.0,,True,True,True
v100_s2_p0__h2+3+4__red__r0,v100_s2_p0,100,2,0.0,0.0,100,285,h2+3+4,2+3+4,True,0,185627019,ok,,,16.49017950000416,,2026-08-26T05:55:09+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0003820830024778843,285,0,0,96.0,73.0,121.0,21.0,356.0,285.0,260.703125,1.3451261423761436,1.0,78.0,,True,True,True
v100_s2_p10__h2__nored__r0,v100_s2_p10,100,2,0.1,0.09824561403508772,100,257,h2,2,False,0,1096189433,ok,,,2.6088484159990912,,2026-08-26T05:55:10+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.000588875001994893,256,1,0,1.0,,257.0,257.0,1143.0,257.0,238.609375,1.3349798781465347,1.0,40.0,-650.0,True,True,True
v100_s2_p10__h2__red__r0,v100_s2_p10,100,2,0.1,0.09824561403508772,100,257,h2,2,True,0,1096189433,ok,,,2.49933754200174,,2026-08-26T05:55:10+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00047400000039488077,256,1,0,1.0,,256.0,256.0,1141.0,256.0,237.578125,1.3433435145101735,1.0,40.0,,True,True,True
v100_s2_p10__h3__nored__r0,v100_s2_p10,100,2,0.1,0.09824561403508772,100,257,h3,3,False,0,1096189433,ok,,,5.187688958001672,,2026-08-26T05:55:10+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.004878749998169951,256,1,0,45.0,36.0,124.0,22.0,345.0,257.0,178.125,1.3589327801827753,1.0,88.0,,True,True,True
v100_s2_p10__h3__red__r0,v100_s2_p10,100,2,0.1,0.09824561403508772,100,257,h3,3,True,0,1096189433,ok,,,4.8446415409998735,,2026-08-26T05:55:10+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00043295799696352333,256,1,0,44.0,26.0,128.0,15.0,392.0,256.0,177.609375,1.3618389049222328,1.0,80.0,,True,True,True
v100_s2_p10__h4__nored__r0,v100_s2_p10,100,2,0.1,0.09824561403508772,100,257,h4,4,False,0,1096189433,ok,,,10.231103541009361,,2026-08-26T05:55:13+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0004844999930355698,256,1,0,79.0,69.0,83.0,15.0,152.0,257.0,229.046875,1.3769919432419373,1.0,108.0,,True,True,True
v100_s2_p10__h4__red__r0,v100_s2_p10,100,2,0.1,0.09824561403508772,100,257,h4,4,True,0,1096189433,ok,,,10.279022917005932,,2026-08-26T05:55:13+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0004924169916193932,256,1,0,73.0,68.0,113.0,25.0,299.0,256.0,227.359375,1.3538260381593676,1.0,96.0,,True,True,True
v100_s2_p10__h2+3__nored__r0,v100_s2_p10,100,2,0.1,0.09824561403508772,100,257,h2+3,2+3,False,0,1096189433,ok,,,5.610956958000315,,2026-08-26T05:55:15+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0003959580062655732,256,1,0,45.0,36.0,124.0,22.0,345.0,257.0,177.484375,1.3610856581689872,1.0,88.0,,True,True,True
v100_s2_p10__h2+3__red__r0,v100_s2_p10,100,2,0.1,0.09824561403508772,100,257,h2+3,2+3,True,0,1096189433,ok,,,5.254946959001245,,2026-08-26T05:55:14+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0002676250005606562,256,1,0,44.0,26.0,128.0,15.0,392.0,256.0,175.359375,1.3524892175725445,1.0,84.0,,True,True,True
v100_s2_p10__h2+3+4__nored__r0,v100_s2_p10,100,2,0.1,0.09824561403508772,100,257,h2+3+4,2+3+4,False,0,1096189433,ok,,,11.401345874997787,,2026-08-26T05:55:16+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00038154100184328854,256,1,0,79.0,69.0,87.0,15.0,149.0,257.0,227.78125,1.3739356661856623,1.0,104.0,,True,True,True
v100_s2_p10__h2+3+4__red__r0,v100_s2_p10,100,2,0.1,0.09824561403508772,100,257,h2+3+4,2+3+4,True,0,1096189433,ok,,,11.595936833997257,,2026-08-26T05:55:16+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0002573749952716753,256,1,0,73.0,68.0,117.0,25.0,299.0,256.0,226.453125,1.3542637085137044,1.0,100.0,,True,True,True
v100_s2_p30__h2__nored__r0,v100_s2_p30,100,2,0.3,0.3017543859649123,100,199,h2,2,False,0,2095936267,ok,,,2.071124209003756,,2026-08-26T05:55:16+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0005570000066654757,184,14,0,1.0,,199.0,199.0,692.0,199.0,236.375,1.4963399033626335,0.99,46.0,-388.0,True,True,True
v100_s2_p30__h2__red__r0,v100_s2_p30,100,2,0.3,0.3017543859649123,100,199,h2,2,True,0,2095936267,ok,,,1.6844282499951078,,2026-08-26T05:55:16+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0005908340099267662,184,14,0,1.0,,184.0,184.0,672.0,184.0,200.859375,1.5128829820572245,1.0,46.0,,True,True,True
v100_s2_p30__h3__nored__r0,v100_s2_p30,100,2,0.3,0.3017543859649123,100,199,h3,3,False,0,2095936267,ok,,,2.962666874998831,,2026-08-26T05:55:19+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0003468750073807314,184,14,0,17.0,14.0,107.0,34.0,335.0,199.0,188.65625,1.46098176570904,1.0,62.0,,True,True,True
v100_s2_p30__h3__red__r0,v100_s2_p30,100,2,0.3,0.3017543859649123,100,199,h3,3,True,0,2095936267,ok,,,2.694170959002804,,2026-08-26T05:55:19+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0006043330067768693,184,14,0,16.0,10.0,110.0,33.0,416.0,184.0,180.09375,1.4867049900155973,1.0,74.0,,True,True,True
v100_s2_p30__h4__nored__r0,v100_s2_p30,100,2,0.3,0.3017543859649123,100,199,h4,4,False,0,2095936267,ok,,,4.567072916994221,,2026-08-26T05:55:21+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0005709160031983629,184,14,0,49.0,57.0,87.0,25.0,248.0,199.0,178.703125,1.4815783265556028,1.0,70.0,,True,True,True
v100_s2_p30__h4__red__r0,v100_s2_p30,100,2,0.3,0.3017543859649123,100,199,h4,4,True,0,2095936267,ok,,,3.9602122090000194,,2026-08-26T05:55:21+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0005391250015236437,184,14,0,41.0,42.0,101.0,27.0,343.0,184.0,181.171875,1.463982341452042,1.0,70.0,,True,True,True
v100_s2_p30__h2+3__nored__r0,v100_s2_p30,100,2,0.3,0.3017543859649123,100,199,h2+3,2+3,False,0,2095936267,ok,,,3.4259542920044623,,2026-08-26T05:55:23+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0006095419958001003,184,14,0,17.0,14.0,107.0,34.0,335.0,199.0,186.8125,1.4853242781348879,1.0,82.0,,True,True,True
v100_s2_p30__h2+3__red__r0,v100_s2_p30,100,2,0.3,0.3017543859649123,100,199,h2+3,2+3,True,0,2095936267,ok,,,2.9483625419961754,,2026-08-26T05:55:22+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0015207079995889217,184,14,0,16.0,10.0,111.0,33.0,416.0,184.0,179.234375,1.5330503082775873,1.0,86.0,,True,True,True
v100_s2_p30__h2+3+4__nored__r0,v100_s2_p30,100,2,0.3,0.3017543859649123,100,199,h2+3+4,2+3+4,False,0,2095936267,ok,,,5.56084054200619,,2026-08-26T05:55:24+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0005299579934217036,184,14,0,49.0,57.0,90.0,25.0,248.0,199.0,182.203125,1.4688120927893666,1.0,74.0,,True,True,True
v100_s2_p30__h2+3+4__red__r0,v100_s2_p30,100,2,0.3,0.3017543859649123,100,199,h2+3+4,2+3+4,True,0,2095936267,ok,,,4.747314792010002,,2026-08-26T05:55:23+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00029658300627488643,184,14,0,41.0,42.0,104.0,27.0,349.0,184.0,183.328125,1.4591308503505527,1.0,82.0,,True,True,True
v100_s2_p50__h2__nored__r0,v100_s2_p50,100,2,0.5,0.4982456140350877,100,143,h2,2,False,0,162346920,ok,,,1.5395449589996133,,2026-08-26T05:55:25+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00030166699434630573,92,36,0,1.0,,143.0,143.0,324.0,143.0,225.734375,1.8299367209670299,0.86,30.0,-196.0,True,True,True
v100_s2_p50__h2__red__r0,v100_s2_p50,100,2,0.5,0.4982456140350877,100,143,h2,2,True,0,162346920,ok,,,0.6515309999958845,,2026-08-26T05:55:24+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.000645333988359198,92,36,0,1.0,,92.0,92.0,267.0,92.0,173.140625,1.8210844071753225,1.0,30.0,,True,True,True
v100_s2_p50__h3__nored__r0,v100_s2_p50,100,2,0.5,0.4982456140350877,100,143,h3,3,False,0,162346920,ok,,,2.674237416998949,,2026-08-26T05:55:26+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0006175839953357354,92,36,0,6.0,3.0,83.0,76.0,291.0,143.0,238.140625,1.769257128954102,1.0,34.0,,True,True,True
v100_s2_p50__h3__red__r0,v100_s2_p50,100,2,0.5,0.4982456140350877,100,143,h3,3,True,0,162346920,ok,,,1.260104874992976,,2026-08-26T05:55:26+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0002929170004790649,92,36,0,3.0,2.0,69.0,68.0,359.0,92.0,179.84375,1.9401358680601162,1.0,30.0,,True,True,True
v100_s2_p50__h4__nored__r0,v100_s2_p50,100,2,0.5,0.4982456140350877,100,143,h4,4,False,0,162346920,ok,,,2.360550459008664,,2026-08-26T05:55:26+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00030687499383930117,92,36,0,10.0,11.0,124.0,76.0,570.0,143.0,167.484375,1.8535437934680385,1.0,38.0,,True,True,True
v100_s2_p50__h4__red__r0,v100_s2_p50,100,2,0.5,0.4982456140350877,100,143,h4,4,True,0,162346920,ok,,,1.4988082500058226,,2026-08-26T05:55:26+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0006334580102702603,92,36,0,9.0,16.0,83.0,36.0,295.0,92.0,165.8125,1.8041872627933293,1.0,38.0,,True,True,True
v100_s2_p50__h2+3__nored__r0,v100_s2_p50,100,2,0.5,0.4982456140350877,100,143,h2+3,2+3,False,0,162346920,ok,,,2.9071670419943985,,2026-08-26T05:55:27+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0005938749964116141,92,36,0,6.0,3.0,83.0,76.0,291.0,143.0,238.234375,1.755313780775906,1.0,34.0,,True,True,True
v100_s2_p50__h2+3__red__r0,v100_s2_p50,100,2,0.5,0.4982456140350877,100,143,h2+3,2+3,True,0,162346920,ok,,,1.446127457995317,,2026-08-26T05:55:26+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0003085000062128529,92,36,0,3.0,2.0,69.0,68.0,359.0,92.0,179.90625,1.8140964781570896,1.0,30.0,,True,True,True
v100_s2_p50__h2+3+4__nored__r0,v100_s2_p50,100,2,0.5,0.4982456140350877,100,143,h2+3+4,2+3+4,False,0,162346920,ok,,,2.7679847499966854,,2026-08-26T05:55:28+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00038875000609550625,92,36,0,10.0,11.0,124.0,76.0,575.0,143.0,166.15625,1.8426003320473037,1.0,58.0,,True,True,True
v100_s2_p50__h2+3+4__red__r0,v100_s2_p50,100,2,0.5,0.4982456140350877,100,143,h2+3+4,2+3+4,True,0,162346920,ok,,,1.6907224580063485,,2026-08-26T05:55:27+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.0003124579961877316,92,36,0,9.0,16.0,83.0,36.0,297.0,92.0,164.265625,1.823565413262391,1.0,42.0,,True,True,True
v100_s3_p0__h2__nored__r0,v100_s3_p0,100,3,0.0,0.0,100,287,h2,2,False,0,1903904186,ok,,,2.7387384999892674,,2026-08-26T05:55:28+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00039450000622309744,287,0,0,1.0,,287.0,287.0,1435.0,287.0,238.171875,1.3106519560686278,1.0,52.0,-796.0,True,True,True
v100_s3_p0__h2__red__r0,v100_s3_p0,100,3,0.0,0.0,100,287,h2,2,True,0,1903904186,ok,,,2.7736893749970477,,2026-08-26T05:55:28+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00039570800436194986,287,0,0,1.0,,287.0,287.0,1435.0,287.0,239.0625,1.3106519560686278,1.0,52.0,-796.0,True,True,True
v100_s3_p0__h3__nored__r0,v100_s3_p0,100,3,0.0,0.0,100,287,h3,3,False,0,1903904186,ok,,,5.990630792002776,,2026-08-26T05:55:29+00:00,iyohwan-ui-Macmini.local,3.12.14,725082e,dwave.samplers.SimulatedAnnealingSampler,100,0.00041524998960085213,287,0,0,46.0,24.0,152.0,17.0,557.0,287.0,186.078125,1.3207138447971796,1.0,72.0,,True,True,True
