run_id,graph_id,vertices,graph_seed,remove_ratio_target,remove_ratio_actual,n_vertices,n_edges,hop_key,hops,use_reduction,rep,run_seed,status,error_type,error_message,elapsed_sec,timeout_sec,started_at,hostname,python_version,git_sha,sampler,num_reads,contraction_sec,n_edges_contracted,n_super_edges,n_cycle_chains,n_subgraphs,partition_target_k,qubo_vars_total,qubo_vars_max,qubo_couplings_total,n_edges_solved,peak_rss_mb,apsp_sum,strong_connect_rate,flow_score,sample_score,strongly_connected,use_dnc,ok
v100_s3_p10__h2__nored__r2,v100_s3_p10,100,3,0.1,0.10104529616724739,100,258,h2,2,False,2,474488440,ok,,,2.3165078339952743,,2026-08-26T17:40:55+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00047937499766703695,257,1,0,1.0,,258.0,258.0,1161.0,258.0,238.453125,1.3471067420234086,1.0,50.0,-647.0,True,True,True
v100_s3_p10__h2__red__r2,v100_s3_p10,100,3,0.1,0.10104529616724739,100,258,h2,2,True,2,474488440,ok,,,2.306635999993887,,2026-08-26T17:40:54+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00047562499821651727,257,1,0,1.0,,257.0,257.0,1160.0,257.0,238.0625,1.3433374218374217,1.0,50.0,,True,True,True
v100_s3_p10__h3__nored__r2,v100_s3_p10,100,3,0.1,0.10104529616724739,100,258,h3,3,False,2,474488440,ok,,,4.403414833010174,,2026-08-26T17:40:58+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00041700000292621553,257,1,0,40.0,29.0,125.0,13.0,348.0,258.0,180.171875,1.3673943402276711,1.0,102.0,,True,True,True
v100_s3_p10__h3__red__r2,v100_s3_p10,100,3,0.1,0.10104529616724739,100,258,h3,3,True,2,474488440,ok,,,4.29263029199501,,2026-08-26T17:40:57+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00044175000221002847,257,1,0,31.0,17.0,143.0,25.0,533.0,257.0,183.96875,1.3507247875581156,1.0,74.0,,True,True,True
v100_s3_p10__h4__nored__r2,v100_s3_p10,100,3,0.1,0.10104529616724739,100,258,h4,4,False,2,474488440,ok,,,10.245248915991397,,2026-08-26T17:41:01+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0004933329910272732,257,1,0,95.0,106.0,69.0,22.0,151.0,258.0,234.21875,1.386050865800865,1.0,66.0,,True,True,True
v100_s3_p10__h4__red__r2,v100_s3_p10,100,3,0.1,0.10104529616724739,100,258,h4,4,True,2,474488440,ok,,,9.607044999997015,,2026-08-26T17:41:00+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00047899999481160194,257,1,0,71.0,74.0,117.0,28.0,320.0,257.0,229.9375,1.35412914862915,1.0,74.0,,True,True,True
v100_s3_p10__h2+3__nored__r2,v100_s3_p10,100,3,0.1,0.10104529616724739,100,258,h2+3,2+3,False,2,474488440,ok,,,4.81578137500037,,2026-08-26T17:41:03+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00045862499973736703,257,1,0,40.0,29.0,125.0,13.0,348.0,258.0,180.546875,1.3667103575436872,1.0,106.0,,True,True,True
v100_s3_p10__h2+3__red__r2,v100_s3_p10,100,3,0.1,0.10104529616724739,100,258,h2+3,2+3,True,2,474488440,ok,,,4.617479041000479,,2026-08-26T17:41:02+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00046058298903517425,257,1,0,31.0,17.0,143.0,25.0,533.0,257.0,183.5,1.3499454064454028,1.0,78.0,,True,True,True
v100_s3_p10__h2+3+4__nored__r2,v100_s3_p10,100,3,0.1,0.10104529616724739,100,258,h2+3+4,2+3+4,False,2,474488440,ok,,,11.555902916006744,,2026-08-26T17:41:08+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0004504160024225712,257,1,0,95.0,106.0,71.0,22.0,151.0,258.0,231.359375,1.3830876623376627,1.0,58.0,,True,True,True
v100_s3_p10__h2+3+4__red__r2,v100_s3_p10,100,3,0.1,0.10104529616724739,100,258,h2+3+4,2+3+4,True,2,474488440,ok,,,10.976327291995403,,2026-08-26T17:41:06+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00042108300840482116,257,1,0,71.0,74.0,119.0,28.0,317.0,257.0,229.984375,1.350129349046017,1.0,66.0,,True,True,True
v100_s3_p30__h2__nored__r2,v100_s3_p30,100,3,0.3,0.29965156794425085,100,201,h2,2,False,2,605022326,ok,,,1.9271088340028655,,2026-08-26T17:41:09+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00045687500096391886,192,9,0,1.0,,201.0,201.0,685.0,201.0,236.765625,1.470568863235533,1.0,48.0,-383.0,True,True,True
v100_s3_p30__h2__red__r2,v100_s3_p30,100,3,0.3,0.29965156794425085,100,201,h2,2,True,2,605022326,ok,,,1.708494000005885,,2026-08-26T17:41:08+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.000483750001876615,192,9,0,1.0,,192.0,192.0,673.0,192.0,228.0,1.4939744268077655,1.0,48.0,,True,True,True
v100_s3_p30__h3__nored__r2,v100_s3_p30,100,3,0.3,0.29965156794425085,100,201,h3,3,False,2,605022326,ok,,,3.2943992910004454,,2026-08-26T17:41:10+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00047462500515393913,192,9,0,11.0,7.0,118.0,57.0,519.0,201.0,208.3125,1.4833538560205293,1.0,60.0,,True,True,True
v100_s3_p30__h3__red__r2,v100_s3_p30,100,3,0.3,0.29965156794425085,100,201,h3,3,True,2,605022326,ok,,,2.6975628750078613,,2026-08-26T17:41:10+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00047795899445191026,192,9,0,20.0,12.0,98.0,20.0,288.0,192.0,181.28125,1.4837949334616,1.0,60.0,,True,True,True
v100_s3_p30__h4__nored__r2,v100_s3_p30,100,3,0.3,0.29965156794425085,100,201,h4,4,False,2,605022326,ok,,,3.992720875001396,,2026-08-26T17:41:12+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005661669856635854,192,9,0,35.0,28.0,140.0,37.0,508.0,201.0,188.765625,1.4510557158890554,1.0,56.0,,True,True,True
v100_s3_p30__h4__red__r2,v100_s3_p30,100,3,0.3,0.29965156794425085,100,201,h4,4,True,2,605022326,ok,,,4.14673862500058,,2026-08-26T17:41:11+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005553749942919239,192,9,0,43.0,52.0,102.0,29.0,310.0,192.0,190.78125,1.497405844155846,1.0,72.0,,True,True,True
v100_s3_p30__h2+3__nored__r2,v100_s3_p30,100,3,0.3,0.29965156794425085,100,201,h2+3,2+3,False,2,605022326,ok,,,3.621471874997951,,2026-08-26T17:41:15+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00046370801283046603,192,9,0,11.0,7.0,118.0,57.0,519.0,201.0,210.125,1.481107744107748,1.0,68.0,,True,True,True
v100_s3_p30__h2+3__red__r2,v100_s3_p30,100,3,0.3,0.29965156794425085,100,201,h2+3,2+3,True,2,605022326,ok,,,3.0163519159978023,,2026-08-26T17:41:14+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0004579170054057613,192,9,0,20.0,12.0,98.0,20.0,288.0,192.0,181.65625,1.4778695687029002,1.0,64.0,,True,True,True
v100_s3_p30__h2+3+4__nored__r2,v100_s3_p30,100,3,0.3,0.29965156794425085,100,201,h2+3+4,2+3+4,False,2,605022326,ok,,,4.913785833006841,,2026-08-26T17:41:16+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00045033400238025934,192,9,0,35.0,28.0,141.0,37.0,508.0,201.0,184.875,1.4527328042328085,1.0,68.0,,True,True,True
v100_s3_p30__h2+3+4__red__r2,v100_s3_p30,100,3,0.3,0.29965156794425085,100,201,h2+3+4,2+3+4,True,2,605022326,ok,,,4.941387667000527,,2026-08-26T17:41:16+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005054590001236647,192,9,0,43.0,52.0,105.0,29.0,313.0,192.0,190.265625,1.5044254850088226,1.0,60.0,,True,True,True
v100_s3_p50__h2__nored__r2,v100_s3_p50,100,3,0.5,0.5017421602787456,100,143,h2,2,False,2,2079345944,ok,,,0.8254476659931242,,2026-08-26T17:41:18+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005095840024296194,102,33,0,1.0,,143.0,143.0,306.0,143.0,165.21875,2.1706865645577795,0.13,42.0,-172.0,True,True,True
v100_s3_p50__h2__red__r2,v100_s3_p50,100,3,0.5,0.5017421602787456,100,143,h2,2,True,2,2079345944,ok,,,0.5254437920084456,,2026-08-26T17:41:18+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.000521416004630737,102,33,0,1.0,,102.0,102.0,252.0,102.0,161.609375,2.101849955880254,1.0,42.0,,True,True,True
v100_s3_p50__h3__nored__r2,v100_s3_p50,100,3,0.5,0.5017421602787456,100,143,h3,3,False,2,2079345944,ok,,,2.2576239999907557,,2026-08-26T17:41:19+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005214580014580861,102,33,0,3.0,3.0,88.0,81.0,286.0,143.0,233.765625,2.0893780719841333,1.0,42.0,,True,True,True
v100_s3_p50__h3__red__r2,v100_s3_p50,100,3,0.5,0.5017421602787456,100,143,h3,3,True,2,2079345944,ok,,,1.2247256669943454,,2026-08-26T17:41:19+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005153330130269751,102,33,0,3.0,2.0,66.0,64.0,247.0,102.0,182.28125,2.1274108969033305,1.0,50.0,,True,True,True
v100_s3_p50__h4__nored__r2,v100_s3_p50,100,3,0.5,0.5017421602787456,100,143,h4,4,False,2,2079345944,ok,,,2.1455549170059385,,2026-08-26T17:41:20+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00048545798927079886,102,33,0,10.0,21.0,136.0,128.0,631.0,143.0,166.078125,,0.0,54.0,,False,True,True
v100_s3_p50__h4__red__r2,v100_s3_p50,100,3,0.5,0.5017421602787456,100,143,h4,4,True,2,2079345944,ok,,,1.487447500010603,,2026-08-26T17:41:20+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005758329934906214,102,33,0,9.0,22.0,87.0,79.0,377.0,102.0,162.84375,2.1507121287803117,1.0,58.0,,True,True,True
v100_s3_p50__h2+3__nored__r2,v100_s3_p50,100,3,0.5,0.5017421602787456,100,143,h2+3,2+3,False,2,2079345944,ok,,,2.489920375010115,,2026-08-26T17:41:22+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005631660023937002,102,33,0,3.0,3.0,88.0,81.0,286.0,143.0,238.4375,2.0527307184958734,1.0,42.0,,True,True,True
v100_s3_p50__h2+3__red__r2,v100_s3_p50,100,3,0.5,0.5017421602787456,100,143,h2+3,2+3,True,2,2079345944,ok,,,1.1991426250024233,,2026-08-26T17:41:21+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0004950830043526366,102,33,0,3.0,2.0,66.0,64.0,247.0,102.0,166.375,2.1395028725483387,1.0,54.0,,True,True,True
v100_s3_p50__h2+3+4__nored__r2,v100_s3_p50,100,3,0.5,0.5017421602787456,100,143,h2+3+4,2+3+4,False,2,2079345944,ok,,,2.6896306660055416,,2026-08-26T17:41:22+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005649169906973839,102,33,0,10.0,21.0,136.0,128.0,635.0,143.0,165.53125,,0.0,58.0,,False,True,True
v100_s3_p50__h2+3+4__red__r2,v100_s3_p50,100,3,0.5,0.5017421602787456,100,143,h2+3+4,2+3+4,True,2,2079345944,ok,,,1.872143792003044,,2026-08-26T17:41:22+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005267499946057796,102,33,0,9.0,22.0,87.0,79.0,378.0,102.0,163.625,2.1882080999808378,1.0,70.0,,True,True,True
v100_s4_p0__h2__nored__r2,v100_s4_p0,100,4,0.0,0.0,100,284,h2,2,False,2,532312270,ok,,,2.5025642499967944,,2026-08-26T17:41:23+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0003436249971855432,284,0,0,1.0,,284.0,284.0,1417.0,284.0,239.109375,1.3123603896103893,1.0,46.0,-793.0,True,True,True
v100_s4_p0__h2__red__r2,v100_s4_p0,100,4,0.0,0.0,100,284,h2,2,True,2,532312270,ok,,,2.522424666007282,,2026-08-26T17:41:22+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00020024999685119838,284,0,0,1.0,,284.0,284.0,1417.0,284.0,238.890625,1.3123603896103893,1.0,46.0,-793.0,True,True,True
v100_s4_p0__h3__nored__r2,v100_s4_p0,100,4,0.0,0.0,100,284,h3,3,False,2,532312270,ok,,,5.2355238750024,,2026-08-26T17:41:25+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00038029100687708706,284,0,0,50.0,31.0,141.0,15.0,437.0,284.0,184.125,1.3284620009619996,1.0,110.0,,True,True,True
v100_s4_p0__h3__red__r2,v100_s4_p0,100,4,0.0,0.0,100,284,h3,3,True,2,532312270,ok,,,5.220705750005436,,2026-08-26T17:41:23+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00037545899976976216,284,0,0,50.0,31.0,141.0,15.0,437.0,284.0,183.359375,1.3284620009619996,1.0,110.0,,True,True,True
v100_s4_p0__h4__nored__r2,v100_s4_p0,100,4,0.0,0.0,100,284,h4,4,False,2,532312270,ok,,,13.066325000007055,,2026-08-26T17:41:26+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00039354200998786837,284,0,0,95.0,87.0,107.0,24.0,263.0,284.0,250.734375,1.3425322270322246,1.0,70.0,,True,True,True
v100_s4_p0__h4__red__r2,v100_s4_p0,100,4,0.0,0.0,100,284,h4,4,True,2,532312270,ok,,,12.98956933298905,,2026-08-26T17:41:26+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00037199999496806413,284,0,0,95.0,87.0,107.0,24.0,263.0,284.0,250.140625,1.3425322270322246,1.0,70.0,,True,True,True
v100_s4_p0__h2+3__nored__r2,v100_s4_p0,100,4,0.0,0.0,100,284,h2+3,2+3,False,2,532312270,ok,,,5.544157500000438,,2026-08-26T17:41:26+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00036824999551754445,284,0,0,50.0,31.0,141.0,15.0,437.0,284.0,183.640625,1.3273734968734967,1.0,102.0,,True,True,True
v100_s4_p0__h2+3__red__r2,v100_s4_p0,100,4,0.0,0.0,100,284,h2+3,2+3,True,2,532312270,ok,,,5.911932457995135,,2026-08-26T17:41:26+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0003617920010583475,284,0,0,50.0,31.0,141.0,15.0,437.0,284.0,184.609375,1.3273734968734967,1.0,102.0,,True,True,True
v100_s4_p0__h2+3+4__nored__r2,v100_s4_p0,100,4,0.0,0.0,100,284,h2+3+4,2+3+4,False,2,532312270,ok,,,14.697731125008431,,2026-08-26T17:41:31+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0003788339963648468,284,0,0,95.0,87.0,107.0,24.0,255.0,284.0,252.0625,1.3389419191919176,1.0,78.0,,True,True,True
v100_s4_p0__h2+3+4__red__r2,v100_s4_p0,100,4,0.0,0.0,100,284,h2+3+4,2+3+4,True,2,532312270,ok,,,14.760378957987996,,2026-08-26T17:41:29+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00034737499663606286,284,0,0,95.0,87.0,107.0,24.0,255.0,284.0,259.265625,1.3389419191919176,1.0,78.0,,True,True,True
v100_s4_p10__h2__nored__r2,v100_s4_p10,100,4,0.1,0.09859154929577464,100,256,h2,2,False,2,2009914615,ok,,,2.31620329200814,,2026-08-26T17:41:33+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.007697041000938043,253,3,0,1.0,,256.0,256.0,1156.0,256.0,237.75,1.3420726310726276,1.0,48.0,-646.0,True,True,True
v100_s4_p10__h2__red__r2,v100_s4_p10,100,4,0.1,0.09859154929577464,100,256,h2,2,True,2,2009914615,ok,,,2.2436067090020515,,2026-08-26T17:41:33+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0004937079938827083,253,3,0,1.0,,253.0,253.0,1152.0,253.0,235.796875,1.3317315215648506,1.0,48.0,,True,True,True
v100_s4_p10__h3__nored__r2,v100_s4_p10,100,4,0.1,0.09859154929577464,100,256,h3,3,False,2,2009914615,ok,,,4.421475875002216,,2026-08-26T17:41:36+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0004585839924402535,253,3,0,31.0,16.0,147.0,28.0,591.0,256.0,183.65625,1.3577951739618377,1.0,76.0,,True,True,True
v100_s4_p10__h3__red__r2,v100_s4_p10,100,4,0.1,0.09859154929577464,100,256,h3,3,True,2,2009914615,ok,,,4.43753470799129,,2026-08-26T17:41:36+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005457079969346523,253,3,0,27.0,14.0,147.0,27.0,661.0,253.0,184.484375,1.355346240179569,1.0,88.0,,True,True,True
v100_s4_p10__h4__nored__r2,v100_s4_p10,100,4,0.1,0.09859154929577464,100,256,h4,4,False,2,2009914615,ok,,,9.513346457999432,,2026-08-26T17:41:39+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00046837500121910125,253,3,0,88.0,86.0,78.0,16.0,167.0,256.0,235.1875,1.3650704264870883,1.0,84.0,,True,True,True
v100_s4_p10__h4__red__r2,v100_s4_p10,100,4,0.1,0.09859154929577464,100,256,h4,4,True,2,2009914615,ok,,,8.338156958008767,,2026-08-26T17:41:39+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005180830048630014,253,3,0,60.0,52.0,130.0,19.0,369.0,253.0,226.234375,1.3797249478916083,1.0,100.0,,True,True,True
v100_s4_p10__h2+3__nored__r2,v100_s4_p10,100,4,0.1,0.09859154929577464,100,256,h2+3,2+3,False,2,2009914615,ok,,,4.874308708996978,,2026-08-26T17:41:41+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00047820800682529807,253,3,0,31.0,16.0,147.0,28.0,591.0,256.0,182.96875,1.3634881754048398,1.0,92.0,,True,True,True
v100_s4_p10__h2+3__red__r2,v100_s4_p10,100,4,0.1,0.09859154929577464,100,256,h2+3,2+3,True,2,2009914615,ok,,,4.848071041997173,,2026-08-26T17:41:41+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0004745420010294765,253,3,0,27.0,14.0,147.0,27.0,661.0,253.0,186.109375,1.3626664662497945,1.0,76.0,,True,True,True
v100_s4_p10__h2+3+4__nored__r2,v100_s4_p10,100,4,0.1,0.09859154929577464,100,256,h2+3+4,2+3+4,False,2,2009914615,ok,,,10.844898167008068,,2026-08-26T17:41:47+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0004853330028709024,253,3,0,88.0,86.0,81.0,16.0,166.0,256.0,230.421875,1.3622581369247975,1.0,84.0,,True,True,True
v100_s4_p10__h2+3+4__red__r2,v100_s4_p10,100,4,0.1,0.09859154929577464,100,256,h2+3+4,2+3+4,True,2,2009914615,ok,,,9.91142345800472,,2026-08-26T17:41:45+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0004638329992303625,253,3,0,60.0,52.0,131.0,19.0,368.0,253.0,233.53125,1.3822167708834323,1.0,116.0,,True,True,True
v100_s4_p30__h2__nored__r2,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h2,2,False,2,2146136387,ok,,,1.9054629580059554,,2026-08-26T17:41:47+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005226670036790892,181,16,0,1.0,,199.0,199.0,676.0,199.0,237.28125,1.4697127625460966,1.0,38.0,-390.0,True,True,True
v100_s4_p30__h2__red__r2,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h2,2,True,2,2146136387,ok,,,1.465266667000833,,2026-08-26T17:41:47+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005443330010166392,181,16,0,1.0,,181.0,181.0,654.0,181.0,199.828125,1.4692933702100366,1.0,38.0,,True,True,True
v100_s4_p30__h3__nored__r2,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h3,3,False,2,2146136387,ok,,,2.851265625009546,,2026-08-26T17:41:49+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005958330002613366,181,16,0,16.0,14.0,114.0,39.0,434.0,199.0,186.65625,1.4820376382876381,1.0,58.0,,True,True,True
v100_s4_p30__h3__red__r2,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h3,3,True,2,2146136387,ok,,,2.5930159589916,,2026-08-26T17:41:49+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005584160098806024,181,16,0,17.0,9.0,103.0,27.0,394.0,181.0,181.921875,1.4816394099727426,1.0,46.0,,True,True,True
v100_s4_p30__h4__nored__r2,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h4,4,False,2,2146136387,ok,,,3.9955604169954313,,2026-08-26T17:41:50+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00035841700446326286,181,16,0,51.0,57.0,65.0,12.0,134.0,199.0,177.375,1.4828740179573496,1.0,66.0,,True,True,True
v100_s4_p30__h4__red__r2,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h4,4,True,2,2146136387,ok,,,3.642008374998113,,2026-08-26T17:41:49+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005244170024525374,181,16,0,28.0,23.0,139.0,29.0,504.0,181.0,181.359375,1.5026301106301134,1.0,66.0,,True,True,True
v100_s4_p30__h2+3__nored__r2,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h2+3,2+3,False,2,2146136387,ok,,,3.134866083986708,,2026-08-26T17:41:52+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005295830051181838,181,16,0,16.0,14.0,114.0,39.0,434.0,199.0,187.28125,1.4652254689754678,1.0,58.0,,True,True,True
v100_s4_p30__h2+3__red__r2,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h2+3,2+3,True,2,2146136387,ok,,,2.9123052499926416,,2026-08-26T17:41:50+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005240829923423007,181,16,0,17.0,9.0,103.0,27.0,394.0,181.0,182.125,1.4717987413820732,1.0,50.0,,True,True,True
v100_s4_p30__h2+3+4__nored__r2,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h2+3+4,2+3+4,False,2,2146136387,ok,,,4.776520082989009,,2026-08-26T17:41:53+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.000531750003574416,181,16,0,51.0,57.0,69.0,12.0,135.0,199.0,179.671875,1.4918239538239533,1.0,74.0,,True,True,True
v100_s4_p30__h2+3+4__red__r2,v100_s4_p30,100,4,0.3,0.2992957746478873,100,199,h2+3+4,2+3+4,True,2,2146136387,ok,,,4.177187082997989,,2026-08-26T17:41:53+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00030270899878814816,181,16,0,28.0,23.0,139.0,29.0,505.0,181.0,180.953125,1.4856983325316673,1.0,54.0,,True,True,True
v100_s4_p50__h2__nored__r2,v100_s4_p50,100,4,0.5,0.5,100,142,h2,2,False,2,846522950,ok,,,1.0211944170005154,,2026-08-26T17:41:54+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.0005739579937653616,93,33,0,1.0,,142.0,142.0,314.0,142.0,183.109375,1.8511003295245796,0.34,36.0,-183.0,True,True,True
v100_s4_p50__h2__red__r2,v100_s4_p50,100,4,0.5,0.5,100,142,h2,2,True,2,846522950,ok,,,0.5755469580035424,,2026-08-26T17:41:54+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.00048383299144916236,93,33,0,1.0,,93.0,93.0,255.0,93.0,169.546875,1.723847491733856,1.0,36.0,,True,True,True
v100_s4_p50__h3__nored__r2,v100_s4_p50,100,4,0.5,0.5,100,142,h3,3,False,2,846522950,ok,,,1.416858124997816,,2026-08-26T17:41:55+00:00,iyohwan-ui-Macmini.local,3.12.14,8355cb4,dwave.samplers.SimulatedAnnealingSampler,100,0.000518166008987464,93,33,0,1.0,,142.0,142.0,751.0,142.0,220.265625,1.745999663215579,0.79,36.0,-302.0,True,True,True
