graph_id,vertices,remove_ratio_target,run_id,hop_key,use_reduction,rep,apsp_sum,flow_score,elapsed_sec,orientation_bits
v200_s7_p30,200,0.3,v200_s7_p30__h2__nored__whole__r0,h2,False,0,1.4592077768685887,98.0,6.482401958986884,10011011010100010100101100010101110100110010111001110011100010001011011001100101011001001011000101011011100100011110110100110111001001010100101101111000101110011110100110001010010001001101010110100001010111111000100110001001110100110001101010110010010001100100100101101010000010011011000001001010110001100011110011001101101110011110100010000001001110111100011001100101001011000101000101001001000001110110101101
v200_s8_p30,200,0.3,v200_s8_p30__h2__nored__whole__r0,h2,False,0,1.4534410726068938,94.0,6.583463707996998,0110101001011001011010110100010101100110011101010100100111101010110101011011010101001001110011000101001000110101011101010001101011110101010010001011011000110010101000011111100101111010111000110001011010110010110011001101000101000100001101011010010100011001010010110011110101001101101011011100010010011000011010100011110101101100011111101011101010111010101110100001110000001111011001100010110011000011101001101
v200_s9_p30,200,0.3,v200_s9_p30__h3__nored__whole__r0,h3,False,0,1.4629372467983939,96.0,7.340648499986855,00111001100011011010110001100001101010101001111001011001001010101110101001011001001001010110011011001110100110011100111100010100011111011011000110101001110111010101000110110101001101000100110101010001010100010011100110011010110100100110111010001010011011110001100111000101100110100111000011001011001000100010101110011010111011000100011010100110001010101111011001011010100011010100011110011000001011110011011
v200_s0_p50,200,0.5,v200_s0_p50__h3__nored__whole__r0,h3,False,0,1.8198578760241264,74.0,3.036280333006289,100110011011001001101010100101101101010101101100111101101010011100101011100010100011100101100010001100001000110001101010000010111010011101111010000110011010101000111011001011001001101000101100100110010110011110101101001011110011010001111000100101111001001011111001010010101111000110110100011
v200_s1_p50,200,0.5,v200_s1_p50__h3__nored__whole__r0,h3,False,0,1.757856704272553,70.0,4.811597583000548,001100101001010011010001011011100001101011011000100101010110001101101111001111001010110011010100100101110011010101011001001101101101010101110110010101101000100011100010011110011101110100010001000111100101000110110001010101000111100001110011001001011011100100010010010100000110101110010111001
v200_s2_p50,200,0.5,v200_s2_p50__h2+3__nored__whole__r0,h2+3,False,0,1.8467573087337508,68.0,3.57623520802008,01100110110100011100010110100110101001011001011001101011001001111011101010100110011100110101011100011101101001101010101110000010010101001011101100101011100011001011011010101101111010100010100001100111101011101000101010000001101001110110000001001001110100101011010010001111011001001100101110110
v200_s3_p50,200,0.5,v200_s3_p50__h3__nored__whole__r0,h3,False,0,1.785812498166664,66.0,4.664658166992012,100011001011010001010100110000110001100010110100001111001010011101010001010011100101001001010110011000111000111101010011100110010011101010101111001100100101011100101001111000010010101111101010011010101000101101101100110110101011001010110001001100111010000110001010111110101010110111110110000100
v200_s4_p50,200,0.5,v200_s4_p50__h3__nored__whole__r0,h3,False,0,1.7524546852693976,66.0,3.6187610420165583,0111010011100001011000111010110100101100110101011000011110010001010100010110010101001101011010011001101010101010110010110010001110100101100101011001010000100100110010110010010110001001010011100101100011101011000110110101100011101011100000010110000010111100101010100111010001110011100000011010
v200_s5_p50,200,0.5,v200_s5_p50__h2+3__nored__whole__r0,h2+3,False,0,1.732858343178911,52.0,2.9117454160004854,01010011001011001001110011100101001010100110101101110100011100100101110101010011001001010101100110000001011101010001010110110001110111001011010110111101100010110010110101100101110011001010000000101010001100110101001101010110111000100100010001010111111110010100011011110010101000111010110011010
v200_s6_p50,200,0.5,v200_s6_p50__h2+3__nored__whole__r0,h2+3,False,0,1.7841621819604774,74.0,3.890105250000488,101010101010101010110001010101100110110101101101100110001001010110101000101101100101000111101010001110010101010101011001010110001001100101101101110000011100110111000111010110101010010011010000101010101010111101101001010000110110010100001101101101000000010111001010011010000001000101001101111
